average
139.04086368593582
139.65958154405865
139.27468253285033
138.5364871241504
137.86334841143525
137.335267008125
136.52685333339062
135.16303526751844
134.25726468537937
134.36106376674775
133.42249833361132
132.75946797500418
131.74699692104122
132.36779331467355
120.6569024822736
133.39567223644488
127.7947063151412
138.18304801919203
138.76385970080014
139.39326721494376
139.8648463987066
140.8645164380106
148.22069650951585
142.14461593067517
141.4656966972927
141.3129767580447
141.62090807767763
139.40999273881917
139.8967734539236
139.03589899665204
137.70417035623814
136.00314867181598
133.54046243530357
131.4403268114509
135.78724722229757
136.6467718987189
128.34537964093263
133.90602800240345
129.988074934141
134.56560406775947
135.85553247011833
136.95139424600706
138.10342271937748
135.19714990701513
132.67126759640226
132.60236370944847
139.62653980117835
139.06173114223742
137.16063343118049
136.14405024589334
134.48874594153466
134.57407155276215
132.1674344172685
132.63228994764634
132.4543991378856
130.91759620518306
132.68561674830858
130.88268573590972
130.29098787190182
132.20880707477383
133.1093417997788
135.35757049801978
138.23141526634353
139.32359851702037
141.41816824035314
142.80114047078948
125.70616491386401
143.8025794504361
144.25178745849774
142.38329924096658
144.18120690458224
142.29137710955615
140.6297168195722
140.1925758169325
141.028901845326
135.65918133962333
138.65800586925786
132.9232349009201
131.69249399771368
131.0733753040206
132.0768574391021
134.9035666659608
133.71899868021436
138.41459951961863
137.8727986674231
139.34714291837082
140.14850504682232
140.46314163056326
