average
93.87284845656342
114.63950348136314
132.3738954271077
130.05225244026562
132.3991482001017
130.19095925985275
133.4552211125192
132.52678985575707
131.8927826965132
132.56835861354887
133.83131289859602
133.46461330680162
132.1903545386682
131.86648805986653
130.96507011322964
130.35993614976076
130.62487587810764
130.3881060082155
132.93118318336036
133.8575253389879
135.98328163894053
139.38725949865182
140.70216840592278
140.56802874741172
141.72678003234864
141.97772918508565
140.24813928283905
139.02369498646945
136.74176884511036
133.64353359674152
130.88770923322335
128.5707787345479
128.3889965092048
128.51695948857704
122.24714536901085
129.43864926693206
133.44119849330468
134.11132249572032
134.19736798226825
135.34895092503163
143.05802619190345
130.68228353820192
130.35234003627684
123.83167431981505
126.52616536651595
123.73390453302741
127.80645380114593
131.18960152726268
133.2050830394705
140.89762453427352
146.82236308682081
135.46554713950863
151.86689605281393
149.02867386650868
144.5645301217986
144.158981225795
139.4446741979322
137.59250619497945
141.41950583172337
138.30706694575193
128.89331450705754
133.0322690519566
139.42998920641176
139.9008516387384
138.2759921660572
141.53234915167997
141.96636231672093
141.51956641354712
140.8389010835627
139.6334634317285
136.56712660774357
136.56155088435247
135.9866956694671
130.6760439223457
132.8302361195496
133.91180413094705
137.7899892410767
136.50192762305682
140.3466941366697
140.370437620909
142.09005834128658
142.77327624169766
143.5703631685673
142.86071313882002
141.27559233999025
141.75975138249333
138.0352320033125
139.7356558008892
138.78492743172146
136.67339493437953
131.94129758427889
132.953055676608
136.25000623407522
131.96817568566271
132.90990272843436
134.03596853900578
134.58862842657214
134.6275325221379
140.18605059124238
138.51519340021116
130.42042484331859
128.55053420510527
122.01841457485422
117.42961867519583
127.17235512100369
95.35840554787997
92.00421259875921
119.97999222240291
