left_elbow-left_wrist,left_elbow_angle,left_hip-left_knee,left_hip_angle,left_knee-left_ankle,left_knee_angle,left_shoulder-left_elbow,left_shoulder_angle,mid_shoulder-mid_hip,mid_shoulder_angle,nose-mid_shoulder,right_elbow-right_wrist,right_elbow_angle,right_hip-right_knee,right_hip_angle,right_knee-right_ankle,right_knee_angle,right_shoulder-right_elbow,right_shoulder_angle
121.53711663775923,210.4881079733702,-100.19083457609916,349.8091654239008,122.48920486993892,42.68003944603808,91.04900866438904,117.87662750056884,86.22897095637637,6.419643713581458,-100.19067275720508,121.141330489438,205.30129225270665,95.94157553237747,5.941575532377469,121.8791418032256,205.93756627084812,95.84003823673135,302.6643017774557
115.84151542042392,197.8191872129393,90.0,90.0,90.0,180.0,98.02232820748456,206.22489642097713,86.7238995654986,175.42963183444138,91.2942677310572,115.04762707742049,199.07415990728515,90.0,90.0,90.0,180.0,95.97346717013532,24.17603538362785
115.44364814068447,196.4153051164415,90.58617901649498,286.80499022473293,90.0,179.41382098350505,99.02834302424301,282.9111700579773,89.5936485516046,186.0407230013952,83.55292555020942,107.23289365531672,189.67204539917995,90.63946368999042,106.85753666887176,70.88013490387831,160.2406712138879,97.5608482561368,101.44372577898342
109.86637207790967,185.48392071641592,88.87281673306639,265.67272795696647,131.80609733931365,222.93328060624728,104.38245136149376,287.0015031147111,90.0,191.14964863211753,78.85035136788251,104.90413918044806,191.74433531991977,87.03733465535342,83.83728020142716,72.04669190908808,165.00935725373463,93.15980386052831,95.77883261470436
24.61224465378572,89.64091869611514,90.0,262.63242541022447,90.0,180.0,114.97132595767059,298.3447964941109,89.38739753740941,196.92442065019284,72.46297688721657,97.45619816227557,186.6276101110249,95.12581015910217,87.75828080175971,59.848423803549714,144.7226136444475,90.82858805125066,94.20205858769094
90.0,177.19486908639797,88.89172637709734,279.23391786528833,90.0,181.10827362290263,92.80513091360201,275.6081824559867,89.19602480044986,201.33388928902053,67.86213551142933,100.96392859589612,194.47243702765155,99.85818681594367,110.20037830413465,64.82839287037426,144.97020605443063,86.49149156824454,89.29447591941472
116.474903720096,207.16239851172375,128.98348817674562,306.179779696353,61.95209636605338,112.96860818930776,89.31250520837224,282.85952052467934,87.86574239945587,203.54685169514303,64.31889070431285,100.93855978440476,203.41968743041153,102.84474411323392,100.04102245513428,70.3843112255174,147.5395671122835,77.51887235399326,91.06583541054232
128.35662575225075,216.99094699840967,82.86577772053234,264.19636577973324,90.0,187.13422227946768,91.36567875384105,288.5204833772442,87.76592730393622,206.8523406711236,60.913586632812645,99.30527824820186,188.5404353769256,103.40938515690992,104.73984540696542,82.46636999872987,159.0569848418199,90.76484287127629,107.91954550124824
137.16387632746955,219.5121639919268,80.72612863466625,259.6045376605846,133.007733204726,232.28160457005973,97.65171233554275,291.66781374157665,88.31278037851847,212.79184706846493,55.52093331005352,104.05653751107984,190.18534547126615,102.41349764905353,101.29180311915913,95.55356136656557,173.14006371751202,93.87119203981369,107.88720724145014
146.4990491618838,221.94658314411708,79.4241462879231,259.42414628792307,143.2560145699587,243.8318682820356,104.55246601776672,294.50859404978723,87.85845062801731,215.53717433500145,52.32127629301584,142.31886058522576,247.4348002350821,105.9369613384368,105.9369613384368,109.33428038246647,183.39731904402967,74.88406035014368,84.84018838216419
