sector1,sector2,sector3,sector4,sector5,sector6,sector7,sector8,sector9,sector10,sector11
0.85,1.54,1.78,46.67,0.4055421686746988,55.0,17.17,3.17,52.67,53.0,48.33
0.83,1.48,0.88,40.0,0.29518072289156627,50.0,15.83,2.5,51.0,50.5,50.0
0.0,1.54,1.19,40.0,0.33939759036144584,46.67,20.5,2.33,55.0,53.33,43.33
1.54,1.6,1.24,45.0,0.345421686746988,51.67,20.0,3.5,42.0,55.67,55.0
1.65,1.69,1.48,53.33,0.4216867469879519,53.33,15.33,3.33,55.67,55.33,48.33
1.17,1.74,2.62,61.67,0.381566265060241,56.67,21.17,4.33,76.0,68.67,56.67
1.18,1.64,2.26,60.0,0.38349397590361445,58.33,19.67,3.5,61.33,68.0,63.33
0.85,1.27,1.57,45.0,0.32132530120481934,48.33,14.5,1.83,48.33,46.0,43.33
1.18,1.13,2.0,35.0,0.2630120481927711,40.0,20.83,1.67,57.17,35.33,30.0
0.4,0.93,1.22,21.67,0.17265060240963853,38.34,11.83,1.5,53.33,29.67,30.0
0.45,0.82,1.68,15.0,0.10843373493975904,28.34,11.0,1.17,63.5,21.83,33.33
0.28,0.75,1.75,13.33,0.08433734939759037,30.0,11.83,3.5,45.0,22.83,23.33
0.17,0.72,2.67,11.66,0.10240963855421688,26.67,12.67,3.17,57.33,18.0,23.33
0.22,0.77,2.27,16.67,0.09638554216867469,28.34,13.0,6.33,68.17,25.17,20.0
0.72,0.84,2.67,21.67,0.1144578313253012,36.67,13.67,3.0,59.17,27.33,18.33
0.72,1.14,2.45,53.34,0.36542168674698794,56.67,19.67,6.33,78.67,49.5,41.67
0.85,1.33,1.82,66.67,0.6968674698795181,78.33,31.5,6.5,96.16,70.67,55.0
0.78,1.42,2.65,63.33,0.6526506024096386,88.34,30.83,7.33,82.5,67.17,60.0
0.1,1.5,2.17,61.67,0.700843373493976,75.0,15.33,5.33,65.17,68.5,65.0
0.0,1.58,1.65,53.33,0.628433734939759,73.34,10.5,4.33,59.0,61.83,55.0
0.0,1.63,1.79,48.34,0.5160240963855421,70.0,11.17,4.0,63.16,57.5,48.33
0.05,1.65,1.47,53.33,0.42566265060240965,58.33,10.33,3.5,54.5,55.83,48.33
1.47,1.72,0.88,48.33,0.3795180722891566,53.33,15.17,3.67,63.84,55.17,58.33
1.28,1.67,0.95,48.33,0.407710843373494,51.67,17.17,2.83,63.66,54.83,56.67
1.3,1.61,0.65,46.67,0.39759036144578314,51.67,18.5,3.17,50.66,53.67,51.67
0.0,1.55,0.8,43.34,0.3453012048192771,43.34,16.83,2.33,40.33,48.0,45.0
0.0,1.62,0.75,40.0,0.31518072289156623,45.0,21.67,3.0,50.66,47.67,50.0
0.97,1.68,1.2,46.66,0.355421686746988,50.0,21.0,2.83,45.5,66.0,55.0
1.25,1.77,2.85,46.67,0.35144578313253017,53.34,17.0,4.17,64.16,57.33,43.33
0.6,1.82,2.8,56.67,0.3634939759036145,50.0,21.33,5.67,58.33,63.83,55.0
1.67,1.72,1.73,56.67,0.3292771084337349,55.0,19.0,2.83,64.33,61.33,60.0
1.3,1.33,1.23,38.33,0.273132530120482,41.67,14.17,2.0,49.83,49.17,45.0
0.75,1.35,0.9,33.34,0.2249397590361446,36.67,20.83,1.83,54.33,35.33,33.33
0.58,1.12,0.9,20.0,0.14060240963855425,36.67,12.17,2.5,44.67,30.0,41.67
0.52,0.98,1.1,13.33,0.08433734939759037,25.0,10.33,1.17,53.5,22.17,36.67
0.3,0.9,1.77,15.0,0.06228915662650601,30.0,12.17,3.67,43.83,24.33,28.33
0.27,0.86,2.4,11.66,0.05831325301204819,30.0,12.67,3.33,53.0,29.33,26.67
0.59,0.92,18.7,16.67,0.06228915662650601,38.34,13.17,6.17,69.17,32.5,23.33
0.38,1.01,2.75,21.67,0.12650602409638556,40.0,13.67,2.67,70.5,25.67,26.67
0.83,1.36,2.46,51.67,0.31530120481927715,61.67,24.83,6.33,78.0,48.0,53.33
1.05,1.59,1.87,61.67,0.6466265060240964,83.33,30.67,7.17,85.33,71.0,51.67
0.05,1.7,1.42,61.67,0.6886746987951806,85.0,30.67,5.5,69.0,71.67,56.67
0.0,1.79,1.71,56.67,0.7148192771084337,85.0,25.0,7.0,56.66,61.83,55.0
0.0,1.89,2.03,60.0,0.664698795180723,71.67,25.83,6.83,82.5,65.83,63.33
0.12,1.95,1.77,48.33,0.572289156626506,66.67,19.33,5.33,58.34,59.5,58.33
1.42,1.98,1.33,50.0,0.4357831325301205,65.0,17.83,4.33,57.83,56.0,46.67
0.88,2.06,1.62,53.33,0.3674698795180723,53.34,17.33,3.5,53.17,63.0,45.0
1.02,2.0,1.15,48.34,0.36554216867469885,50.0,17.17,3.0,53.83,54.0,60.0
0.3,1.93,0.78,51.66,0.381566265060241,48.33,19.33,4.0,58.34,54.5,53.33
1.27,1.85,1.08,43.33,0.3373493975903615,46.66,17.17,3.5,48.66,49.5,48.33
1.02,1.94,1.4,46.66,0.3113253012048193,43.34,20.5,2.83,47.5,51.0,43.33
1.16,2.01,0.8,46.66,0.3795180722891566,50.0,20.17,3.5,46.0,52.17,45.0
0.53,2.12,2.51,51.66,0.33939759036144584,48.33,16.0,3.67,50.67,54.0,55.0
1.13,2.18,3.38,55.0,0.24493975903614457,51.66,19.0,2.67,71.0,55.83,48.33
1.13,2.05,1.85,50.0,0.26903614457831326,50.0,16.5,2.17,48.33,57.83,51.67
1.15,1.59,0.75,31.67,0.21481927710843374,41.67,12.67,2.0,49.5,41.5,43.33
0.77,1.56,1.32,33.34,0.18674698795180728,40.0,20.17,1.5,53.0,36.5,33.33
0.6,1.29,0.65,25.0,0.1104819277108434,36.67,8.67,1.17,54.5,30.17,45.0
0.47,1.19,0.98,18.34,0.09638554216867469,28.34,6.33,1.0,64.66,24.67,40.0
0.32,1.1,1.22,8.33,0.07626506024096384,31.67,6.0,1.67,50.5,22.67,26.67
0.33,1.07,2.52,8.33,0.05421686746987951,26.67,12.17,2.17,44.0,16.83,25.0
0.2,1.04,2.0,8.33,0.06421686746987952,28.34,6.17,0.83,63.5,21.67,20.0
0.47,1.09,2.23,11.67,0.07626506024096384,30.0,5.83,1.67,66.5,20.0,25.0
0.22,1.16,2.05,23.33,0.13457831325301206,35.0,8.67,4.33,42.0,27.0,26.67
0.97,1.48,2.07,41.66,0.1987951807228916,45.0,15.17,4.5,36.5,41.67,38.33
0.82,2.06,2.6,56.67,0.3172289156626506,55.0,22.17,6.33,46.67,58.67,53.33
0.0,2.58,2.27,63.34,0.4478313253012049,58.33,26.5,7.0,64.83,68.0,63.33
0.58,2.72,1.92,65.0,0.46578313253012044,61.67,21.0,3.67,67.33,69.67,65.0
0.23,2.9,1.37,58.34,0.3674698795180723,53.33,20.67,3.33,53.66,60.67,60.0
0.17,2.75,1.35,51.66,0.30927710843373496,43.34,19.0,3.0,46.5,55.33,51.67
0.65,2.57,0.95,51.67,0.24891566265060244,36.66,18.17,2.33,45.33,56.17,53.33
1.87,2.61,0.65,45.0,0.2490361445783133,35.0,18.0,3.67,39.5,50.67,51.67
1.2,2.21,0.77,46.67,0.20481927710843373,33.34,17.67,3.33,38.17,47.83,51.67
1.23,2.17,0.83,40.0,0.1908433734939759,28.33,21.5,2.33,35.0,45.67,43.33
1.68,2.18,1.5,43.34,0.20879518072289155,33.34,20.0,2.33,42.66,45.83,45.0
1.12,2.21,1.73,50.0,0.22289156626506024,38.33,15.83,2.5,39.67,51.0,48.33
1.5,2.2,1.44,48.34,0.2530120481927711,40.0,14.33,2.5,48.84,47.33,51.67
1.25,2.11,1.69,51.66,0.22481927710843375,38.33,17.0,3.17,51.66,48.67,43.33
1.88,2.07,1.07,43.34,0.22084337349397593,45.0,14.33,2.5,43.0,44.67,41.67
1.28,1.73,1.08,36.66,0.21084337349397592,33.34,12.17,1.67,42.84,37.17,43.33
0.65,1.5,0.69,26.67,0.1525301204819277,30.0,19.67,1.5,39.5,30.0,38.33
0.37,1.35,0.8,18.34,0.11843373493975902,33.33,8.17,1.5,43.17,27.83,36.67
0.45,1.23,1.5,15.0,0.06216867469879518,26.67,6.17,1.33,42.17,20.83,26.67
0.57,1.07,1.18,10.0,0.05421686746987951,28.33,6.17,3.33,47.66,21.0,23.33
0.32,1.09,2.25,8.33,0.06024096385542167,25.0,11.67,2.17,40.66,14.0,21.67
0.27,1.05,1.64,6.66,0.0442168674698795,28.34,5.0,1.17,42.16,14.83,13.33
0.2,0.99,1.97,10.0,0.08228915662650603,28.34,5.33,2.0,45.33,14.67,15.0
0.33,1.09,1.82,18.34,0.08240963855421686,35.0,7.33,4.33,34.5,20.67,18.33
0.5,1.44,1.97,30.0,0.14662650602409638,33.33,12.33,4.17,30.33,32.33,28.33
0.63,1.8,1.69,46.67,0.18277108433734945,38.33,19.5,3.0,38.67,46.33,41.67
0.0,2.39,1.78,61.67,0.23891566265060243,43.33,25.83,4.33,52.0,57.5,51.67
0.32,2.87,1.4,66.67,0.32734939759036147,45.0,20.17,4.67,60.66,66.17,65.0
1.52,2.99,1.28,61.66,0.3172289156626506,45.0,21.17,4.83,55.67,59.5,60.0
1.58,3.16,1.13,58.34,0.2430120481927711,41.67,19.83,3.67,48.67,67.83,55.0
0.58,2.66,1.2,51.66,0.1987951807228916,40.0,18.17,3.17,46.67,58.0,56.67
0.0,2.52,0.82,48.33,0.21481927710843374,38.33,16.83,2.33,36.17,50.5,55.0
1.55,2.35,0.75,41.67,0.1846987951807229,35.0,16.33,2.17,33.34,43.17,46.67
0.32,2.13,0.65,38.33,0.16265060240963858,30.0,20.5,2.0,36.33,39.0,45.0
1.64,2.43,1.59,43.34,0.21891566265060247,33.34,20.17,2.67,38.17,44.33,45.0
1.44,2.42,1.6,45.0,0.20879518072289155,40.0,14.67,2.5,45.67,48.17,43.33
2.07,2.5,2.07,53.33,0.31927710843373497,40.0,16.17,3.67,55.67,48.33,50.0
1.1,2.46,2.58,56.67,0.24698795180722893,41.67,18.83,4.0,53.0,52.83,48.33
1.86,2.24,2.73,48.33,0.2851807228915663,50.0,16.83,2.5,50.0,54.17,51.67
0.87,1.86,1.38,41.67,0.2610843373493976,38.33,13.0,2.0,62.5,42.33,41.67
0.67,1.48,2.1,33.34,0.17674698795180727,35.0,20.83,2.0,55.0,29.17,35.0
0.35,1.22,0.79,21.67,0.10433734939759036,33.33,11.33,2.17,53.84,25.0,28.33
0.38,1.07,0.6,15.0,0.07626506024096384,25.0,10.5,1.33,52.17,23.0,21.67
0.22,0.99,2.17,10.0,0.04819277108433735,31.67,12.5,3.67,36.67,18.67,16.67
0.15,0.94,2.55,6.66,0.04819277108433735,26.67,12.5,3.17,34.33,15.17,21.67
0.2,1.0,2.4,13.34,0.06024096385542167,31.66,12.83,6.17,35.34,15.5,15.0
0.2,1.1,2.5,15.0,0.09638554216867469,35.0,13.83,2.67,67.17,18.0,20.0
0.53,1.49,2.33,50.0,0.2550602409638555,53.33,17.83,4.83,64.0,55.83,35.0
0.53,1.73,2.1,55.0,0.526144578313253,75.0,29.17,5.5,69.17,63.5,46.67
1.27,1.86,2.38,61.67,0.5140963855421686,75.0,28.17,4.17,79.0,60.33,53.33
0.27,1.96,1.91,58.33,0.5803614457831325,75.0,24.83,4.0,72.66,60.83,61.67
0.0,2.06,1.2,53.33,0.5742168674698794,68.33,18.17,5.83,55.5,61.0,56.67
0.0,2.13,1.04,55.0,0.5542168674698795,61.67,19.83,5.83,59.83,57.17,46.67
0.9,2.16,1.63,50.0,0.4316867469879518,51.67,18.0,6.83,54.33,55.83,50.0
0.61,2.25,1.26,51.66,0.32734939759036147,46.66,18.0,6.33,49.67,54.0,53.33
1.08,2.19,1.04,46.67,0.3593975903614458,48.33,16.33,5.83,44.67,54.5,50.0
0.87,2.11,0.52,45.0,0.3493975903614458,48.33,17.83,5.0,46.0,52.0,46.67
0.89,2.03,0.59,41.67,0.2932530120481928,41.67,16.0,3.67,41.17,47.0,40.0
0.83,2.12,0.9,38.33,0.28710843373493977,45.0,20.67,3.33,52.67,47.83,51.67
0.14,2.2,0.49,41.67,0.29120481927710845,45.0,19.83,3.5,48.16,48.17,41.67
1.28,2.32,1.45,48.34,0.31927710843373497,48.33,16.0,3.33,52.66,49.83,43.33
0.06,2.38,2.51,53.33,0.30722891566265065,50.0,19.67,4.17,62.67,55.33,50.0
0.02,2.24,1.25,58.34,0.3614457831325302,51.67,19.5,3.5,54.83,56.83,55.0
1.2,1.73,0.88,43.33,0.30120481927710846,41.67,15.0,3.33,52.5,45.17,43.33
0.38,1.23,1.44,36.67,0.22289156626506024,40.0,21.17,2.5,48.33,33.67,30.0
0.77,1.02,0.87,21.67,0.14457831325301207,35.0,10.83,2.33,42.67,23.33,31.67
0.32,0.89,1.02,16.67,0.07626506024096384,26.67,9.83,2.17,49.84,15.17,30.0
0.18,0.82,1.3,15.0,0.05421686746987951,28.33,10.33,4.5,43.17,13.17,20.0
0.22,0.78,2.23,11.66,0.07831325301204818,26.67,10.33,4.17,42.34,14.83,20.0
0.25,0.83,1.75,15.0,0.06421686746987952,30.0,11.83,7.0,44.17,21.0,23.33
0.58,0.92,2.2,20.0,0.1144578313253012,38.34,11.67,3.67,48.0,24.83,25.0
0.5,1.24,2.15,51.67,0.30120481927710846,48.34,16.17,8.67,58.67,50.83,40.0
0.78,1.44,2.28,61.66,0.5321686746987951,70.0,26.5,6.83,61.34,66.5,55.0
0.73,1.55,2.22,66.67,0.5681927710843373,86.67,26.67,5.5,66.0,63.83,55.0
0.0,1.63,0.74,56.67,0.6948192771084337,71.66,28.67,5.17,57.66,62.67,60.0
0.0,1.72,1.93,55.0,0.6104819277108434,70.0,18.0,4.5,63.83,62.67,65.0
0.0,1.77,1.53,53.34,0.47192771084337354,63.33,17.17,6.0,69.0,57.83,48.33
1.03,1.8,0.68,50.0,0.38951807228915664,58.34,17.5,5.67,61.5,58.67,43.33
1.58,1.87,1.12,46.67,0.3493975903614458,50.0,18.0,6.67,47.5,53.17,53.33
0.32,1.82,0.65,46.67,0.3955421686746988,50.0,15.67,3.33,55.67,53.33,60.0
1.03,1.75,1.08,45.0,0.38963855421686755,46.66,16.83,3.67,46.83,49.33,46.67
0.37,1.69,0.94,43.33,0.31518072289156623,41.67,16.83,3.17,39.66,53.0,40.0
0.85,1.76,1.55,38.33,0.27710843373493976,40.0,22.5,3.33,41.17,47.33,43.33
1.78,1.83,0.87,45.0,0.3132530120481928,43.33,19.83,3.67,51.17,59.5,45.0
0.52,1.93,2.1,50.0,0.3313253012048193,46.66,15.67,3.33,49.33,50.17,43.33
1.17,1.98,2.2,53.33,0.3173493975903615,46.66,18.67,3.5,50.16,59.5,46.67
0.48,1.87,2.91,53.33,0.34746987951807234,46.66,18.33,3.17,57.16,61.17,55.0
1.23,1.44,1.51,45.0,0.3031325301204819,41.67,14.0,2.5,61.83,47.67,55.0
0.68,1.08,0.87,36.67,0.22289156626506024,38.33,19.83,2.5,54.67,32.83,33.33
0.67,0.89,0.53,21.66,0.1425301204819277,35.0,12.0,5.0,43.0,25.5,30.0
0.32,0.78,0.62,15.0,0.08433734939759037,26.67,10.17,3.83,48.34,23.0,28.33
0.2,0.72,1.82,15.0,0.07036144578313254,30.0,12.0,6.17,59.83,21.33,20.0
0.15,0.68,2.46,15.0,0.06421686746987952,31.66,12.33,4.83,45.5,18.17,35.0
0.23,0.73,2.52,20.0,0.06024096385542167,31.66,13.83,9.0,49.66,24.17,23.33
0.27,0.8,2.63,23.34,0.13855421686746988,31.66,13.83,5.33,62.83,24.17,23.33
0.58,1.08,2.25,51.67,0.31518072289156623,58.33,18.33,8.33,74.83,45.83,40.0
1.15,1.26,2.22,61.66,0.5581927710843373,78.34,29.17,8.83,85.17,72.67,53.33
0.0,1.36,3.15,63.33,0.6165060240963856,81.66,31.67,5.33,63.0,73.33,53.33
0.99,1.43,1.55,58.33,0.6204819277108433,75.0,27.83,4.83,60.83,62.17,61.67
0.0,1.5,1.17,51.66,0.5883132530120482,73.33,19.5,4.33,55.0,62.0,58.33
0.92,1.55,1.24,46.67,0.45987951807228916,63.33,19.33,3.67,70.16,54.0,50.0
0.51,2.76,0.81,53.33,0.39361445783132537,60.0,19.33,5.0,67.0,54.5,48.33
1.37,1.64,1.23,55.0,0.32132530120481934,51.67,18.17,5.17,49.33,54.17,46.67
0.95,1.6,1.24,50.0,0.3593975903614458,51.66,16.5,3.5,44.83,53.83,56.67
0.83,1.54,1.32,43.33,0.355421686746988,46.66,17.83,3.0,44.33,51.33,46.67
0.97,1.48,1.06,40.0,0.28915662650602414,43.34,16.33,2.83,45.5,47.67,43.33
0.0,1.54,1.69,41.67,0.28313253012048195,43.34,21.0,2.33,50.66,50.67,41.67
0.96,1.6,1.71,43.34,0.30927710843373496,45.0,19.67,2.17,63.33,50.83,48.33
0.66,1.69,2.18,46.67,0.3232530120481928,43.34,16.67,2.67,45.84,54.5,43.33
0.06,1.74,2.87,51.66,0.2630120481927711,51.67,19.83,3.5,59.17,59.83,60.0
1.18,1.64,1.75,56.67,0.3091566265060241,53.34,19.17,2.33,59.17,61.17,58.33
1.12,1.26,1.13,40.0,0.27903614457831327,40.0,15.33,1.67,52.33,46.0,41.67
0.73,1.09,1.11,35.0,0.22096385542168678,38.34,21.0,1.67,55.33,39.17,31.67
0.43,0.88,0.79,23.34,0.1325301204819277,36.67,13.17,1.5,41.17,27.17,31.67
0.57,0.81,1.27,16.67,0.08638554216867471,25.0,10.83,1.0,60.5,25.0,33.33
0.18,0.77,1.27,15.0,0.0683132530120482,30.0,13.17,3.5,56.0,20.17,23.33
0.23,0.75,2.21,15.0,0.07036144578313254,26.67,12.67,3.0,47.83,19.0,28.33
0.23,0.75,1.85,16.67,0.07626506024096384,26.67,12.33,7.17,58.84,33.67,18.33
0.27,0.81,1.99,20.0,0.10445783132530122,36.67,13.0,2.83,61.0,35.17,30.0
0.55,1.0,1.91,45.0,0.27108433734939763,50.0,16.0,5.33,72.0,43.5,41.67
0.83,1.22,1.6,60.0,0.5,68.33,29.0,5.83,70.66,63.17,51.67
0.95,1.41,1.99,71.67,0.5120481927710843,78.34,29.67,4.67,73.67,65.67,58.33
1.0,1.59,1.89,55.0,0.5943373493975903,65.0,23.5,6.5,75.84,63.33,60.0
0.15,1.64,1.55,50.0,0.5,71.66,20.5,3.83,58.33,62.33,71.67
0.0,1.68,1.81,50.0,0.38951807228915664,61.66,20.83,3.83,55.17,54.67,58.33
0.6,1.65,1.22,45.0,0.3373493975903615,53.33,18.83,3.83,51.84,52.17,55.0
0.0,1.68,0.41,48.34,0.33927710843373493,46.66,18.0,5.0,49.83,52.33,43.33
1.17,1.65,0.35,50.0,0.2810843373493976,45.0,17.83,3.0,47.83,52.83,58.33
0.0,1.66,0.54,45.0,0.27710843373493976,45.0,18.33,3.17,45.17,49.83,56.67
1.28,1.54,1.17,41.67,0.2309638554216868,40.0,17.0,3.0,50.5,45.67,41.67
0.13,1.72,1.16,38.33,0.25698795180722894,43.33,21.67,2.0,46.84,49.67,45.0
0.92,1.83,1.05,43.34,0.30120481927710846,48.33,21.83,2.5,44.67,51.67,48.33
0.0,1.77,1.74,46.67,0.28915662650602414,46.66,15.67,2.5,62.0,51.0,43.33
0.0,1.97,3.2,56.67,0.2430120481927711,53.33,20.67,3.67,58.17,52.83,48.33
0.44,1.8,1.97,55.0,0.2872289156626507,50.0,19.33,2.5,52.5,57.33,56.67
1.07,1.42,1.56,38.33,0.2550602409638555,41.67,14.0,2.0,39.67,44.67,45.0
1.05,1.3,0.97,30.0,0.18867469879518073,38.34,21.17,1.5,48.33,35.17,41.67
0.35,1.06,2.49,21.67,0.11240963855421686,35.0,12.67,2.0,42.84,24.5,41.67
0.73,0.98,2.44,15.0,0.07626506024096384,25.0,11.0,1.0,40.16,24.83,30.0
0.18,0.93,3.22,16.67,0.04024096385542168,28.34,14.83,3.67,50.0,23.33,25.0
0.2,0.89,3.93,13.33,0.04819277108433735,26.67,13.33,3.33,52.5,19.67,31.67
0.2,0.89,3.72,20.0,0.06024096385542167,30.0,13.33,7.0,71.0,24.33,23.33
0.22,0.98,4.1,26.67,0.1144578313253012,35.0,13.17,2.67,59.5,25.0,26.67
0.52,1.2,3.7,48.33,0.26506024096385544,50.0,23.5,5.67,72.33,43.5,45.0
0.53,1.47,3.42,58.33,0.4678313253012048,70.0,28.0,5.17,78.5,62.0,50.0
0.0,1.69,4.22,60.0,0.5321686746987951,71.66,29.83,3.67,76.67,61.67,66.67
0.0,1.9,2.84,58.33,0.6124096385542168,61.67,26.67,3.83,58.33,63.0,70.0
0.0,1.97,2.27,55.0,0.5301204819277108,65.0,21.0,5.0,67.5,58.83,60.0
0.86,2.02,0.63,53.33,0.3955421686746988,58.33,20.33,6.5,64.67,61.5,46.67
0.66,1.98,1.19,50.0,0.3593975903614458,48.33,18.5,3.33,77.33,56.67,51.67
1.38,2.02,2.21,48.34,0.3112048192771084,45.0,18.0,3.33,58.0,52.33,48.33
1.45,1.98,0.85,46.67,0.3233734939759037,40.0,18.33,3.33,59.33,50.83,60.0
1.17,1.99,0.31,43.33,0.2851807228915663,43.34,19.83,2.83,49.33,50.67,48.33
1.15,1.84,0.28,43.34,0.24096385542168675,41.67,17.5,2.5,56.33,48.5,46.67
0.64,2.06,0.1,40.0,0.2851807228915663,38.33,20.83,3.33,53.0,50.67,45.0
1.61,2.2,1.25,45.0,0.3091566265060241,45.0,20.5,2.67,52.5,50.17,46.67
0.68,2.12,2.16,46.67,0.26698795180722895,45.0,16.83,2.17,46.34,50.0,55.0
1.05,2.36,2.59,46.67,0.1807228915662651,40.0,17.17,2.0,57.33,52.83,50.0
0.6,2.16,2.15,41.67,0.2430120481927711,38.33,14.83,2.0,52.5,47.5,46.67
0.72,1.7,1.3,31.67,0.1807228915662651,31.67,12.5,1.5,54.33,37.0,38.33
0.67,1.56,1.23,33.34,0.14457831325301207,28.34,19.67,1.5,53.16,31.0,36.67
0.63,1.28,0.65,26.66,0.10843373493975904,30.0,8.83,1.17,58.67,23.67,38.33
0.23,1.11,0.01,20.0,0.09036144578313253,23.33,6.5,1.0,62.66,24.0,31.67
0.18,1.08,1.0,11.67,0.04819277108433735,23.33,7.17,1.67,53.0,27.0,23.33
0.25,0.98,2.13,8.33,0.036144578313253004,20.0,13.17,2.0,47.17,26.5,26.67
0.25,0.99,1.96,11.66,0.05831325301204819,23.33,5.83,1.83,72.34,25.0,16.67
0.15,1.06,2.1,10.0,0.10843373493975904,28.34,6.0,1.67,59.0,19.33,21.67
0.33,1.19,3.12,21.66,0.12855421686746993,31.66,8.67,3.67,40.34,24.67,21.67
0.73,1.38,0.99,38.33,0.15265060240963857,41.67,15.67,4.33,44.17,37.67,38.33
1.15,1.8,2.33,53.33,0.29518072289156627,46.67,20.5,6.17,53.66,52.67,46.67
0.27,2.31,1.65,56.67,0.33939759036144584,50.0,26.0,3.33,48.33,59.83,61.67
0.0,2.78,1.84,56.67,0.31530120481927715,43.34,25.0,3.5,57.0,62.0,55.0
0.0,2.77,0.83,55.0,0.25903614457831325,40.0,19.17,3.17,49.5,54.5,51.67
0.0,2.96,0.94,46.66,0.2068674698795181,31.67,17.17,4.0,43.16,50.0,46.67
0.0,2.8,0.72,43.34,0.1746987951807229,26.66,19.33,2.83,37.67,51.17,45.0
1.32,2.32,0.32,45.0,0.1807228915662651,26.66,22.5,1.67,45.0,48.0,50.0
1.02,2.52,0.0,41.67,0.1425301204819277,26.66,21.67,1.5,34.5,44.67,43.33
1.87,2.07,0.52,35.0,0.1425301204819277,20.0,13.5,1.5,33.67,40.5,40.0
0.65,2.03,0.92,40.0,0.14457831325301207,26.66,18.0,2.17,40.67,43.5,41.67
0.0,2.32,0.3,36.67,0.15457831325301202,28.33,17.83,1.67,35.34,42.17,38.33
1.37,2.38,1.03,40.0,0.17879518072289158,36.67,14.17,2.0,37.66,43.5,38.33
0.42,2.35,1.42,43.34,0.16867469879518077,31.67,15.17,2.0,44.67,46.0,40.0
0.06,2.26,1.17,41.67,0.19072289156626504,36.67,15.33,2.0,40.5,42.33,41.67
1.25,1.66,0.88,30.0,0.15060240963855426,33.34,12.83,1.33,37.67,35.33,38.33
1.38,1.61,0.65,25.0,0.11240963855421686,23.33,10.5,1.17,36.0,34.17,35.0
0.92,1.38,0.61,16.67,0.06421686746987952,30.0,9.17,1.17,40.33,25.0,31.67
0.87,1.24,1.23,11.67,0.07228915662650602,23.33,7.17,0.83,40.67,25.17,23.33
0.78,1.22,1.15,10.0,0.026144578313252995,25.0,6.5,2.83,47.5,19.67,16.67
0.73,1.15,2.29,10.0,0.028072289156626504,21.66,7.0,2.0,38.17,16.17,26.67
0.8,1.1,1.61,11.67,0.034096385542168664,25.0,7.33,0.83,40.67,14.67,13.33
0.78,1.09,2.5,10.0,0.08228915662650603,25.0,6.83,1.67,46.33,14.5,13.33
1.05,1.35,2.56,16.67,0.09638554216867469,30.0,8.5,3.5,35.67,18.67,18.33
0.0,1.4,1.12,25.0,0.13048192771084338,28.33,12.67,3.67,25.16,28.17,23.33
0.55,1.91,1.2,41.67,0.14662650602409638,35.0,19.67,2.5,42.66,39.67,36.67
1.05,2.36,0.75,51.66,0.18674698795180728,35.0,24.67,2.83,37.33,52.33,46.67
0.71,2.77,0.6,61.67,0.28313253012048195,36.67,22.67,2.5,59.0,60.67,56.67
0.26,2.6,0.97,51.66,0.24698795180722893,35.0,22.0,3.5,47.5,57.5,51.67
1.29,2.71,1.19,50.0,0.22698795180722892,31.67,21.33,2.67,55.0,52.33,50.0
1.31,2.46,1.29,48.34,0.17060240963855422,26.66,20.33,2.5,39.66,50.83,48.33
1.77,2.46,0.23,43.34,0.16867469879518077,26.66,16.17,1.83,42.33,43.5,48.33
0.67,2.08,0.08,36.66,0.13855421686746988,23.34,16.67,2.33,35.66,39.5,41.67
0.9,2.22,0.65,33.34,0.11240963855421686,21.67,15.33,2.17,36.83,34.5,38.33
0.97,2.43,1.47,36.66,0.12445783132530118,23.34,18.33,3.17,45.33,39.5,41.67
0.87,2.42,0.54,38.33,0.1807228915662651,30.0,13.5,2.67,46.84,43.17,41.67
1.68,2.74,2.63,45.0,0.22084337349397593,31.67,16.0,2.67,57.33,57.83,41.67
1.52,2.46,2.49,50.0,0.1826506024096386,36.66,17.83,4.0,63.34,49.83,45.0
1.08,2.16,2.63,46.67,0.21481927710843374,41.67,17.0,2.33,49.33,51.33,50.0
0.83,1.98,1.05,33.33,0.1727710843373494,30.0,13.33,1.33,49.0,38.33,36.67
0.72,1.41,0.0,31.67,0.1404819277108434,28.33,11.83,1.5,55.67,32.0,36.67
0.58,1.14,0.5,21.67,0.0683132530120482,28.34,13.33,2.33,54.67,22.33,30.0
0.65,1.05,0.0,13.33,0.0683132530120482,20.0,10.33,1.0,62.33,24.17,21.67
0.33,1.0,1.58,13.33,0.03819277108433734,25.0,13.5,3.5,49.67,19.67,18.33
0.37,0.96,1.89,10.0,0.0442168674698795,28.34,13.0,3.0,49.33,19.17,25.0
0.32,0.96,2.13,20.0,0.04819277108433735,30.0,12.33,6.83,72.0,32.67,16.67
0.48,1.05,2.57,20.0,0.1104819277108434,31.67,11.33,2.5,78.83,25.17,18.33
0.37,1.29,2.58,38.33,0.1846987951807229,45.0,15.67,4.17,61.67,42.17,31.67
0.95,1.58,1.53,45.0,0.29722891566265064,58.33,24.17,5.0,73.83,50.0,43.33
0.0,1.82,1.55,55.0,0.3633734939759036,63.33,28.33,5.83,68.5,58.83,48.33
0.0,2.05,2.18,53.33,0.46987951807228917,61.67,26.67,3.5,63.34,60.17,61.67
0.03,2.12,0.99,51.66,0.4397590361445784,55.0,24.0,3.17,62.67,60.67,53.33
1.12,4.19,0.57,51.67,0.3173493975903615,50.0,18.67,2.67,52.5,57.67,48.33
