sector1,sector2,sector3,sector4,sector5,sector6,sector7,sector8,sector9,sector10,sector11
0.25,1.98,0.55,50.0,0.35734939759036144,50.0,20.0,4.17,44.5,64.0,51.67
0.61,2.09,1.8,48.33,0.391566265060241,50.0,16.0,3.67,49.66,56.67,46.67
0.7,2.15,0.98,56.67,0.34746987951807234,56.66,19.0,4.0,56.0,61.5,50.0
1.08,2.03,1.09,53.33,0.3493975903614458,50.0,16.83,2.5,57.5,54.83,56.67
1.1,1.56,0.35,35.0,0.26506024096385544,41.67,13.83,2.67,75.84,45.67,40.0
0.97,1.55,0.96,33.34,0.21481927710843374,36.66,16.5,1.33,52.83,32.5,33.33
0.57,1.28,0.48,26.67,0.1766265060240964,30.0,8.83,1.67,51.67,31.5,45.0
0.45,1.18,0.98,16.67,0.12843373493975901,28.34,6.83,1.0,53.83,24.17,35.0
0.3,1.1,1.26,8.33,0.1404819277108434,28.33,6.83,1.0,47.17,21.67,26.67
0.3,1.06,2.31,8.33,0.10036144578313251,25.0,13.83,1.0,44.67,26.83,25.0
0.28,1.03,2.07,10.0,0.14457831325301207,25.0,6.0,0.83,60.83,22.5,21.67
0.35,1.08,2.37,11.67,0.16265060240963858,30.0,5.83,1.83,42.83,21.17,20.0
0.72,1.15,1.44,23.33,0.21289156626506028,38.34,8.33,5.33,36.67,28.33,25.0
1.0,1.46,1.47,40.0,0.2530120481927711,50.0,16.67,4.5,57.67,42.67,40.0
0.0,2.05,2.07,63.33,0.34337349397590367,61.67,22.67,3.17,57.0,62.33,56.67
0.35,2.56,2.01,73.33,0.5140963855421686,60.0,24.33,7.33,66.5,75.17,66.67
0.13,2.7,1.79,71.67,0.5160240963855421,56.67,20.5,4.17,65.0,69.83,71.67
0.2,2.88,1.6,66.66,0.3795180722891566,55.0,24.0,3.83,60.66,65.83,61.67
1.13,2.73,0.88,60.0,0.3232530120481928,45.0,20.5,3.83,50.0,57.17,55.0
1.13,2.55,1.26,60.0,0.24698795180722893,43.34,22.67,3.33,48.0,57.83,55.0
1.13,2.59,1.35,51.67,0.24698795180722893,40.0,17.0,3.67,44.67,56.67,56.67
0.45,2.19,1.15,50.0,0.2068674698795181,33.34,18.33,3.17,37.33,53.33,53.33
0.98,2.15,1.05,45.0,0.1807228915662651,30.0,20.5,1.83,36.0,44.33,45.0
1.18,2.16,1.4,50.0,0.22084337349397593,35.0,21.83,2.5,38.5,50.67,46.67
1.05,2.19,1.2,53.33,0.2550602409638555,36.66,15.0,3.0,48.16,52.0,43.33
0.65,2.18,2.15,51.67,0.2810843373493976,43.33,15.33,2.67,58.33,50.67,40.0
0.5,2.1,2.15,50.0,0.2630120481927711,43.34,17.83,2.67,46.67,48.83,45.0
0.03,2.06,1.65,48.33,0.28120481927710844,46.67,16.83,2.0,48.34,48.83,48.33
0.0,1.72,0.33,40.0,0.24289156626506025,38.34,12.33,2.33,47.66,39.5,35.0
0.0,1.5,0.98,28.33,0.1987951807228916,31.67,16.67,1.5,41.5,29.83,36.67
0.72,1.35,0.82,18.33,0.12650602409638556,28.33,8.67,1.33,39.0,28.0,41.67
0.47,1.24,1.55,11.67,0.12048192771084339,26.67,6.17,1.17,35.17,23.83,33.33
0.32,1.07,1.18,10.0,0.08228915662650603,25.0,6.0,1.0,38.5,21.5,25.0
0.38,1.09,2.13,10.0,0.05216867469879517,25.0,11.83,2.5,36.34,14.83,21.67
0.23,1.05,1.45,6.66,0.05024096385542169,25.0,5.33,1.0,35.5,14.0,15.0
0.4,0.99,2.2,8.33,0.1485542168674699,26.67,5.17,2.5,39.5,14.33,15.0
0.35,1.1,1.38,18.33,0.22289156626506024,36.67,7.17,6.0,34.74,19.83,18.33
0.44,1.44,1.39,31.67,0.26903614457831326,35.0,13.17,4.33,31.83,31.83,26.67
0.0,1.8,2.16,50.0,0.27710843373493976,41.67,21.0,3.0,46.66,48.33,43.33
0.0,2.39,1.38,65.0,0.355421686746988,45.0,27.0,4.17,67.83,61.83,60.0
0.35,2.88,1.46,70.0,0.38951807228915664,46.67,21.0,3.83,63.5,68.0,71.67
1.78,3.0,1.22,65.0,0.35144578313253017,45.0,22.67,4.33,60.84,65.5,58.33
1.03,3.17,2.19,61.67,0.2851807228915663,43.33,21.17,3.5,49.67,60.83,58.33
1.81,2.66,1.33,60.0,0.23891566265060243,40.0,20.5,4.67,45.33,58.67,53.33
0.53,2.52,1.66,51.67,0.27506024096385545,31.67,17.0,3.33,47.5,51.67,55.0
1.87,2.35,0.72,46.67,0.21084337349397592,30.0,16.33,3.0,41.5,46.67,43.33
0.75,2.14,0.6,43.34,0.1807228915662651,31.67,21.67,2.5,37.33,40.17,46.67
0.94,2.44,2.07,45.0,0.23891566265060243,35.0,21.5,3.33,42.17,50.5,43.33
1.52,2.43,2.83,53.33,0.30927710843373496,40.0,17.5,4.67,47.5,66.33,53.33
1.16,2.5,2.93,58.33,0.3695180722891567,46.67,18.83,4.17,51.84,56.0,50.0
1.34,2.46,1.73,56.67,0.31530120481927715,46.66,22.0,4.83,57.34,59.83,51.67
1.55,2.24,1.1,55.0,0.34337349397590367,55.0,19.5,3.67,58.5,61.67,60.0
0.72,1.87,1.48,41.66,0.3414457831325302,43.34,15.0,4.33,48.83,44.17,48.33
1.17,1.49,2.05,40.0,0.24698795180722893,38.33,17.67,2.67,60.5,36.17,38.33
0.58,1.24,1.1,23.33,0.13855421686746988,30.0,12.5,16.5,49.33,28.0,35.0
0.43,1.08,0.75,13.33,0.0924096385542169,26.66,12.17,1.0,52.33,20.83,30.0
0.3,1.0,2.21,13.33,0.07036144578313254,26.67,13.33,1.33,44.17,24.67,26.67
0.33,0.95,2.71,11.66,0.08240963855421686,26.67,14.0,3.5,39.66,17.17,25.0
0.28,1.01,2.52,18.34,0.09445783132530121,28.34,11.33,4.83,68.0,34.83,23.33
0.43,1.12,2.96,21.67,0.13662650602409637,36.67,12.17,2.33,71.67,32.0,25.0
0.67,1.5,2.39,58.34,0.34337349397590367,60.0,19.5,7.33,73.5,56.0,48.33
0.55,1.75,2.1,68.33,0.6826506024096385,93.33,31.0,5.67,102.33,74.5,70.0
0.0,1.88,2.95,70.0,0.6586746987951807,105.0,29.5,6.33,89.33,73.67,61.67
0.0,1.98,1.73,65.0,0.8192771084337349,90.0,27.67,5.33,75.0,67.67,58.33
0.0,2.08,1.43,61.67,0.7289156626506024,86.67,20.33,4.5,72.83,70.0,56.67
1.28,2.15,1.9,60.0,0.5903614457831325,78.34,20.17,3.33,63.33,62.83,58.33
0.15,2.18,1.62,53.33,0.5139759036144578,58.33,19.67,4.5,67.5,57.67,51.67
1.44,2.28,1.85,53.33,0.48385542168674694,58.33,20.5,6.17,50.17,56.5,50.0
1.02,2.21,0.92,50.0,0.5079518072289156,55.0,16.33,4.33,64.0,56.83,53.33
1.73,2.13,1.03,51.66,0.47192771084337354,55.0,17.33,3.67,49.34,56.33,56.67
0.62,2.05,1.07,45.0,0.3734939759036145,50.0,16.5,2.83,44.5,50.67,48.33
1.08,2.14,1.25,43.34,0.4096385542168675,50.0,20.83,3.0,51.83,51.33,38.33
0.2,2.22,0.98,48.34,0.4397590361445784,55.0,20.5,3.83,51.17,56.17,46.67
0.59,2.34,2.17,53.33,0.41566265060240964,58.33,16.33,3.33,68.0,57.5,53.33
0.98,2.41,2.3,63.33,0.4316867469879518,55.0,20.17,4.17,75.34,65.83,51.67
1.14,2.27,1.45,60.0,0.4497590361445783,63.33,19.0,4.0,70.67,73.17,63.33
1.02,1.75,1.23,46.67,0.39361445783132537,46.67,13.5,2.5,55.84,52.33,43.33
0.82,1.25,1.48,38.33,0.3172289156626506,43.33,18.33,1.83,44.83,35.0,30.0
0.45,1.03,0.88,21.66,0.22686746987951806,30.0,10.0,1.5,42.0,23.0,30.0
0.15,0.9,1.45,13.33,0.16867469879518077,28.34,10.67,1.0,40.83,16.67,26.67
0.23,0.83,0.97,15.0,0.1645783132530121,31.66,9.83,2.17,43.83,13.67,20.0
0.2,0.79,2.2,11.66,0.1404819277108434,30.0,10.83,4.0,40.0,15.17,20.0
0.12,0.85,1.73,16.67,0.15060240963855426,28.34,10.0,4.83,48.5,24.0,21.67
0.6,0.93,2.25,21.67,0.21084337349397592,36.67,10.17,1.83,51.67,35.0,21.67
0.55,1.25,1.92,55.0,0.3955421686746988,58.33,18.33,7.33,71.67,50.0,40.0
0.8,1.46,2.11,73.34,0.8273493975903614,88.33,29.0,7.83,99.5,73.67,61.67
0.73,1.57,2.05,70.0,0.7309638554216867,91.67,30.83,7.33,75.5,74.0,58.33
1.03,1.65,1.28,61.67,0.7771084337349398,85.0,28.33,6.17,59.5,69.33,68.33
0.09,1.74,1.38,60.0,0.7028915662650602,75.0,18.83,6.67,64.67,70.5,60.0
0.43,1.79,1.73,53.33,0.5602409638554217,75.0,23.67,6.83,53.66,59.83,56.67
0.0,1.82,1.33,56.66,0.4096385542168675,66.67,18.67,10.5,58.83,59.0,51.67
0.0,1.9,1.79,48.34,0.39759036144578314,56.66,18.33,8.5,48.33,54.33,56.67
0.62,1.85,1.5,53.33,0.39759036144578314,58.33,17.83,2.83,57.83,55.83,50.0
1.12,1.78,1.15,53.33,0.3955421686746988,55.0,18.0,4.17,52.84,54.17,55.0
0.42,1.71,1.2,43.34,0.34337349397590367,45.0,19.17,3.17,43.83,48.5,41.67
1.38,1.78,1.96,46.67,0.33337349397590366,51.67,22.0,2.67,54.34,52.67,55.0
1.2,1.85,2.2,55.0,0.3593975903614458,51.67,20.17,4.0,63.5,54.83,50.0
1.58,1.95,1.98,55.0,0.40566265060240964,61.67,16.33,3.5,56.67,57.5,48.33
0.89,2.01,2.35,61.67,0.3292771084337349,61.66,20.67,5.0,66.0,66.83,53.33
0.78,1.89,2.56,61.66,0.401566265060241,55.0,19.0,3.83,59.17,67.17,60.0
0.7,1.46,0.76,48.34,0.34746987951807234,43.34,14.0,3.0,57.17,50.33,46.67
0.77,1.08,1.11,40.0,0.273132530120482,40.0,17.0,2.0,57.67,35.33,31.67
0.4,0.89,0.68,21.67,0.1746987951807229,33.33,12.0,2.33,48.0,30.0,46.67
0.25,0.78,0.65,11.67,0.10843373493975904,30.0,11.83,1.0,43.0,22.17,35.0
0.45,0.72,2.47,13.33,0.09445783132530121,31.66,12.5,1.0,64.33,24.67,25.0
0.08,0.69,3.18,13.33,0.0683132530120482,33.33,13.5,3.0,47.84,26.0,23.33
0.17,0.73,2.5,16.67,0.08240963855421686,31.66,11.5,4.5,59.34,36.0,23.33
0.4,0.81,2.53,23.34,0.15867469879518076,36.67,12.0,5.17,58.33,24.67,25.0
0.42,1.09,2.52,56.67,0.3493975903614458,63.34,19.67,8.5,91.0,53.33,38.33
0.33,1.27,3.2,71.66,0.6425301204819277,93.33,30.0,6.5,99.84,83.0,61.67
0.0,1.36,2.78,70.0,0.6727710843373494,91.66,28.67,8.0,81.5,75.0,66.67
0.0,1.43,1.53,63.34,0.6927710843373494,78.33,26.83,8.0,68.5,68.33,66.67
1.24,1.51,2.02,60.0,0.654578313253012,78.33,20.17,7.5,64.5,61.5,61.67
0.0,1.55,1.79,56.67,0.5662650602409638,76.67,20.33,7.67,66.17,58.5,63.33
1.07,1.58,1.56,51.67,0.4196385542168675,63.34,24.17,4.33,54.5,59.0,55.0
0.05,1.65,0.0,56.67,0.4357831325301205,55.0,27.0,3.83,57.0,55.33,60.0
1.6,1.6,0.82,50.0,0.40566265060240964,55.0,16.83,3.5,61.84,58.33,61.67
0.37,1.54,0.85,46.67,0.4036144578313254,55.0,17.83,4.17,48.5,54.33,55.0
0.63,1.48,0.95,46.67,0.33337349397590366,51.67,16.33,3.5,60.67,52.83,46.67
0.2,1.55,1.38,48.33,0.3132530120481928,50.0,24.83,4.17,60.67,52.83,45.0
1.98,1.61,0.78,51.66,0.4197590361445784,58.33,20.33,4.17,64.67,57.17,60.0
1.07,1.69,2.92,55.0,0.427710843373494,58.34,16.33,4.5,69.5,56.83,46.67
0.35,1.74,2.75,63.34,0.3674698795180723,61.67,22.0,5.0,60.5,74.83,56.67
0.77,1.64,1.34,63.33,0.381566265060241,63.33,18.33,2.67,63.5,67.83,60.0
0.87,1.27,1.27,43.33,0.355421686746988,46.66,15.17,2.17,66.0,49.17,46.67
0.78,1.12,1.23,36.67,0.25903614457831325,40.0,19.17,2.33,52.66,39.0,33.33
0.32,0.93,1.1,21.66,0.15867469879518076,33.33,13.0,1.5,38.5,27.83,31.67
0.23,0.81,1.8,15.0,0.10843373493975904,26.67,12.67,1.33,54.67,22.0,35.0
0.2,0.75,1.75,11.67,0.12253012048192773,31.67,13.83,1.83,65.67,30.0,26.67
0.15,0.71,2.1,6.66,0.10240963855421688,25.0,14.5,4.33,32.84,15.67,15.0
0.18,0.76,1.62,10.0,0.10433734939759036,23.33,11.33,2.67,36.66,15.0,10.0
0.3,0.84,1.81,13.33,0.12048192771084339,33.33,11.67,5.33,45.33,19.17,16.67
0.52,1.13,2.07,41.66,0.33939759036144584,51.66,18.33,5.17,61.17,46.0,35.0
0.43,1.32,2.35,63.34,0.7289156626506024,80.0,30.0,6.17,79.5,71.17,50.0
0.87,1.42,2.56,65.0,0.6686746987951807,75.0,28.0,4.33,64.34,67.0,51.67
1.47,1.49,2.82,60.0,0.608433734939759,71.67,23.33,5.0,59.66,63.17,51.67
0.0,1.57,2.89,53.33,0.6024096385542168,66.66,19.83,4.0,60.67,57.0,58.33
0.0,1.62,2.82,51.66,0.4578313253012049,61.67,17.83,3.33,50.34,55.17,60.0
0.2,1.65,1.57,46.67,0.4597590361445783,55.0,17.83,3.0,57.17,53.17,46.67
1.47,1.71,1.24,53.33,0.3855421686746988,53.34,18.33,3.33,54.17,55.17,50.0
0.33,1.67,1.5,48.34,0.4296385542168674,53.34,19.33,3.5,47.17,55.33,48.33
1.05,1.6,1.21,50.0,0.38951807228915664,50.0,17.17,3.0,53.33,54.0,60.0
1.18,1.54,1.09,45.0,0.36939759036144576,43.34,14.67,3.17,42.17,49.33,46.67
0.92,1.61,1.1,43.33,0.28313253012048195,43.34,21.0,2.67,43.5,51.17,46.67
1.25,1.67,0.85,45.0,0.35144578313253017,45.0,19.83,2.83,51.66,51.0,48.33
0.93,1.76,1.15,48.33,0.3855421686746988,50.0,15.33,3.83,51.83,50.83,45.0
0.97,1.81,1.54,55.0,0.31518072289156623,51.67,18.83,4.33,55.33,58.5,50.0
0.95,1.71,1.2,58.34,0.39759036144578314,51.67,20.17,2.67,55.66,63.0,58.33
0.92,1.32,0.85,40.0,0.34337349397590367,40.0,13.0,2.33,47.0,49.83,45.0
0.85,1.34,0.32,35.0,0.28915662650602414,36.67,16.83,2.17,45.66,39.67,35.0
0.33,1.11,0.58,20.0,0.20481927710843373,30.0,14.0,1.5,43.83,27.33,41.67
0.45,0.97,0.98,15.0,0.12650602409638556,28.33,10.83,1.33,51.66,21.67,26.67
0.22,0.9,1.74,13.33,0.09843373493975906,26.67,11.0,1.67,58.67,23.17,25.0
0.15,0.85,2.4,11.66,0.09638554216867469,28.33,15.0,4.0,56.5,17.17,23.33
0.22,0.91,2.33,20.0,0.10843373493975904,28.34,9.33,2.67,66.0,23.83,20.0
0.32,1.0,2.28,25.0,0.15060240963855426,31.66,11.0,5.17,79.5,36.5,25.0
0.47,1.35,2.45,55.0,0.3955421686746988,53.33,25.67,7.17,90.33,50.67,41.67
0.0,1.58,2.09,65.0,0.664578313253012,83.34,28.17,6.5,92.0,70.83,58.33
0.0,1.69,1.77,73.33,0.7168674698795181,83.34,29.33,6.33,86.83,68.67,63.33
1.65,1.78,1.55,65.0,0.7068674698795181,76.67,26.0,4.67,59.33,62.5,61.67
1.62,1.87,1.49,63.33,0.6606024096385542,70.0,19.0,3.67,58.17,62.17,71.67
0.54,1.93,2.14,55.0,0.5240963855421686,66.66,22.17,3.33,50.5,60.17,51.67
1.47,1.97,0.8,53.33,0.4959036144578313,55.0,19.17,3.0,61.0,56.83,50.0
1.22,2.05,1.0,56.66,0.3814457831325301,55.0,20.83,3.83,53.17,55.33,48.33
2.35,1.99,0.55,50.0,0.4136144578313253,51.67,20.17,5.67,55.67,56.33,61.67
1.45,1.92,0.99,50.0,0.41373493975903625,50.0,19.33,3.0,51.0,54.33,51.67
1.3,1.84,1.68,43.33,0.34337349397590367,50.0,20.67,2.5,50.66,51.5,46.67
1.9,1.92,2.38,50.0,0.3313253012048193,46.66,21.33,3.17,41.16,51.5,43.33
2.72,2.0,0.73,50.0,0.35746987951807235,46.66,21.17,2.83,40.34,56.0,48.33
2.3,2.11,1.4,50.0,0.35132530120481925,50.0,16.67,2.33,52.5,54.83,46.67
2.02,2.16,1.77,56.67,0.3051807228915663,50.0,18.17,3.33,47.33,57.17,46.67
1.82,2.04,1.6,48.33,0.2991566265060241,46.66,16.0,2.33,48.34,54.67,50.0
0.87,1.58,0.82,35.0,0.2490361445783133,36.66,12.33,1.67,47.83,39.5,43.33
1.18,1.56,0.45,33.34,0.20879518072289155,31.67,16.83,1.17,53.33,34.83,31.67
0.42,1.29,0.85,25.0,0.16265060240963858,31.66,8.67,1.17,52.83,31.0,43.33
0.32,1.19,0.93,16.67,0.13855421686746988,28.33,6.5,1.0,53.33,25.0,36.67
0.2,1.1,1.3,10.0,0.10433734939759036,23.33,6.67,1.0,63.5,23.67,26.67
0.12,1.06,2.27,8.33,0.08626506024096385,25.0,13.5,1.0,47.16,19.0,21.67
0.22,1.03,2.19,10.0,0.08036144578313252,26.67,6.0,0.83,57.5,23.33,16.67
0.18,1.08,2.28,11.67,0.10843373493975904,26.67,5.5,1.67,43.83,15.83,13.33
0.01,1.16,1.76,20.0,0.15867469879518076,35.0,8.5,6.33,38.67,23.17,25.0
0.95,1.47,1.15,36.66,0.2330120481927711,43.34,16.5,4.5,38.17,40.67,36.67
0.0,2.05,1.35,61.67,0.345421686746988,51.67,22.5,3.33,53.16,60.33,51.67
0.0,2.57,1.45,70.0,0.4960240963855422,51.66,26.33,3.5,60.5,68.67,56.67
0.0,2.71,2.23,66.67,0.4416867469879518,55.0,20.0,3.0,61.0,68.33,63.33
0.3,2.89,1.96,58.34,0.43180722891566276,53.33,22.0,3.17,67.17,61.5,58.33
0.26,2.74,1.15,55.0,0.2810843373493976,46.67,19.5,2.67,50.83,56.5,51.67
0.0,2.56,0.75,51.67,0.26698795180722895,43.33,17.83,2.17,41.34,55.17,48.33
0.0,2.6,0.73,51.67,0.21891566265060247,36.66,17.0,2.67,41.33,56.83,51.67
0.0,2.2,0.59,48.33,0.21891566265060247,31.67,16.83,2.33,41.66,49.83,46.67
0.0,2.16,1.25,41.67,0.1566265060240964,30.0,20.67,2.17,41.5,43.83,43.33
0.92,2.17,1.52,43.34,0.23698795180722898,35.0,20.5,2.0,41.17,48.67,48.33
0.16,2.2,1.06,46.67,0.2309638554216868,33.34,14.17,3.0,43.0,50.83,41.67
1.62,2.19,1.13,48.34,0.2430120481927711,36.66,14.33,2.17,46.84,50.17,43.33
1.43,2.1,0.8,48.33,0.22289156626506024,40.0,15.83,3.5,48.33,52.5,41.67
0.0,2.06,0.82,45.0,0.26506024096385544,41.67,14.67,2.0,42.67,46.5,43.33
0.0,1.72,0.61,36.67,0.20674698795180724,30.0,11.83,1.5,41.17,37.0,35.0
1.02,1.5,0.8,26.67,0.1666265060240964,31.67,17.0,1.33,42.5,29.33,36.67
0.47,1.35,0.9,18.34,0.11650602409638557,33.33,8.33,1.17,38.0,29.17,36.67
0.52,1.24,1.42,13.33,0.09433734939759035,25.0,6.0,1.17,42.83,23.5,26.67
0.15,1.07,0.98,13.33,0.05614457831325302,23.34,6.0,2.83,45.5,22.67,20.0
0.18,1.09,2.06,10.0,0.07024096385542168,25.0,11.83,2.0,37.16,15.5,16.67
0.37,1.05,1.3,11.67,0.07228915662650602,25.0,5.33,0.83,39.0,13.83,10.0
0.42,0.99,2.32,10.0,0.10048192771084337,28.34,5.5,1.67,40.83,16.0,13.33
0.4,1.1,0.73,18.34,0.12855421686746993,33.33,7.5,6.17,43.67,20.0,18.33
0.7,1.44,1.23,30.0,0.14457831325301207,31.67,11.67,4.0,28.83,28.67,28.33
1.17,1.8,1.75,48.34,0.2309638554216868,40.0,20.0,6.5,45.0,45.67,46.67
0.0,2.39,1.05,65.0,0.273132530120482,41.66,25.67,4.5,42.67,60.0,51.67
0.0,2.87,0.92,70.0,0.3614457831325302,43.33,20.33,3.5,50.5,67.0,61.67
0.5,3.0,1.13,66.66,0.3272289156626506,46.67,21.5,3.17,55.66,65.5,60.0
1.45,3.17,1.33,58.34,0.2630120481927711,40.0,20.5,3.17,46.17,61.0,55.0
1.7,2.66,1.14,58.34,0.21289156626506028,38.33,18.33,2.67,41.33,57.17,55.0
0.47,2.52,0.23,48.33,0.273132530120482,35.0,16.0,2.5,40.67,49.33,50.0
1.29,2.35,0.38,48.33,0.21481927710843374,31.67,16.67,2.33,34.66,54.5,45.0
1.07,2.14,0.85,41.67,0.16072289156626507,33.34,20.0,2.0,34.67,41.0,40.0
0.0,2.43,0.78,45.0,0.2349397590361446,36.66,21.17,2.5,33.34,46.17,45.0
1.45,2.43,0.43,51.66,0.27506024096385545,40.0,16.17,2.83,43.67,51.67,45.0
1.04,2.5,1.5,50.0,0.31927710843373497,43.33,15.83,3.83,54.67,54.67,48.33
0.23,2.46,1.07,63.33,0.3414457831325302,51.67,21.17,3.67,61.0,58.83,51.67
1.44,2.24,1.46,56.67,0.35746987951807235,53.34,19.0,2.33,52.0,61.0,53.33
0.73,1.86,0.85,45.0,0.29120481927710845,40.0,13.83,1.83,59.34,45.83,41.67
0.62,1.49,1.09,36.67,0.23698795180722898,36.67,17.83,1.83,54.5,34.67,36.67
0.8,1.23,0.92,23.33,0.1566265060240964,33.33,11.83,2.0,38.33,27.5,33.33
0.53,1.07,0.93,15.0,0.08433734939759037,21.67,12.5,1.0,57.33,21.83,21.67
0.18,0.99,2.42,15.0,0.06626506024096386,25.0,13.33,3.5,56.84,25.5,21.67
0.17,0.94,2.78,15.0,0.06626506024096386,30.0,14.17,2.17,50.67,26.83,18.33
0.2,1.01,2.4,20.0,0.10240963855421688,31.66,11.5,6.33,57.33,34.67,18.33
0.43,1.11,3.1,25.0,0.12457831325301204,36.67,11.67,2.67,82.34,25.5,18.33
0.32,1.49,1.39,56.67,0.3533734939759036,60.0,19.33,5.33,90.0,50.67,40.0
0.58,1.74,2.42,66.67,0.6285542168674699,88.34,30.33,7.0,76.16,70.83,53.33
1.07,1.87,2.35,71.67,0.6666265060240963,90.0,29.5,5.33,92.83,73.17,60.0
1.22,1.97,2.1,68.34,0.7248192771084336,85.0,27.33,4.67,68.17,71.17,71.67
0.0,2.07,1.41,63.34,0.6968674698795181,83.33,20.5,4.83,58.0,65.67,55.0
0.0,2.14,1.82,58.33,0.608433734939759,71.67,19.17,4.83,60.5,57.0,53.33
0.0,2.17,1.75,56.67,0.5020481927710844,65.0,17.67,4.17,53.66,57.17,53.33
0.0,2.27,1.2,55.0,0.39759036144578314,53.34,21.5,5.83,63.34,59.17,53.33
0.72,2.2,1.76,50.0,0.42373493975903614,55.0,24.83,3.33,47.5,55.83,60.0
0.95,2.12,1.48,46.67,0.4316867469879518,53.34,19.33,3.0,52.33,54.0,46.67
1.22,2.04,1.18,45.0,0.3633734939759036,46.66,18.0,2.33,44.5,49.83,43.33
1.25,2.13,1.97,40.0,0.2931325301204819,46.67,23.0,3.83,43.5,52.17,51.67
2.16,2.21,2.14,48.34,0.3956626506024097,51.67,20.17,3.67,39.83,53.83,43.33
1.21,2.33,3.69,51.66,0.4036144578313254,53.34,16.17,2.83,50.5,56.67,45.0
0.75,2.39,2.95,53.33,0.3313253012048193,51.67,22.0,3.5,61.83,60.5,50.0
1.13,2.26,2.12,55.0,0.41566265060240964,58.33,18.5,3.17,59.5,68.33,60.0
0.72,1.74,1.75,41.67,0.3593975903614458,45.0,19.0,2.0,56.83,48.17,46.67
0.58,1.24,1.67,38.33,0.2610843373493976,40.0,18.17,1.5,49.34,34.5,31.67
0.3,1.02,1.27,21.67,0.14662650602409638,33.33,10.33,1.33,40.34,23.5,35.0
0.23,0.89,1.38,15.0,0.08638554216867471,26.67,10.17,1.0,44.33,15.83,26.67
0.25,0.83,1.54,16.67,0.08638554216867471,26.67,11.0,3.5,42.5,13.33,18.33
0.12,0.79,2.56,11.66,0.08626506024096385,26.67,11.5,3.17,44.67,15.5,20.0
0.12,0.84,2.03,13.33,0.11843373493975902,26.67,9.17,6.5,46.84,25.17,20.0
0.5,0.92,2.85,23.34,0.13662650602409637,40.0,9.83,3.33,50.5,34.5,23.33
0.72,1.25,1.33,53.33,0.39361445783132537,56.67,16.67,5.5,70.34,52.17,40.0
0.77,1.45,3.1,68.33,0.6466265060240964,80.0,27.67,7.67,79.67,74.33,56.67
0.88,1.56,2.58,68.34,0.6887951807228916,88.33,25.83,6.5,69.5,74.17,55.0
0.0,1.64,1.95,56.67,0.6987951807228916,75.0,26.5,6.5,61.5,63.17,63.33
0.0,1.73,1.24,53.33,0.6506024096385542,73.34,18.83,4.17,52.5,62.33,53.33
0.0,1.78,0.9,48.33,0.5120481927710843,65.0,19.0,3.33,62.17,73.0,50.0
0.97,1.81,0.73,53.33,0.4678313253012048,55.0,18.17,3.0,56.83,55.0,46.67
1.53,1.89,1.91,48.34,0.3734939759036145,53.34,18.17,3.67,52.33,55.67,60.0
1.42,1.83,1.42,46.67,0.391566265060241,51.67,18.0,2.83,45.0,57.67,56.67
0.12,1.76,1.27,45.0,0.401566265060241,48.33,19.0,3.33,49.0,54.83,50.0
1.72,1.7,1.05,43.33,0.3132530120481928,46.66,16.83,2.17,41.5,50.33,45.0
1.99,1.77,0.95,40.0,0.35746987951807235,43.34,20.67,2.5,40.66,49.0,45.0
0.7,1.84,1.4,48.34,0.33337349397590366,51.67,20.67,2.67,52.83,56.17,46.67
1.7,1.94,2.97,51.67,0.3875903614457832,51.67,17.33,4.0,56.5,56.67,45.0
0.9,1.99,1.77,58.33,0.3593975903614458,53.34,19.83,3.0,62.16,63.5,58.33
0.74,1.88,2.02,58.34,0.3795180722891566,51.67,19.33,2.83,60.33,65.33,60.0
0.87,1.45,1.42,40.0,0.31927710843373497,43.33,14.5,2.33,61.17,46.67,45.0
0.82,1.08,1.47,35.0,0.2851807228915663,41.67,20.5,1.67,53.0,35.17,33.33
0.48,0.89,0.87,20.0,0.17674698795180727,35.0,12.0,2.17,49.33,25.67,33.33
0.22,0.78,0.78,11.66,0.08433734939759037,26.66,10.67,1.17,53.17,20.33,35.0
0.27,0.72,2.05,15.0,0.08433734939759037,31.66,10.67,3.67,55.67,24.5,25.0
0.18,0.69,2.66,11.66,0.08228915662650603,33.33,12.17,2.17,56.0,18.67,25.0
0.27,0.73,2.6,20.0,0.08036144578313252,30.0,13.0,6.5,51.33,25.33,21.67
0.45,0.81,2.57,25.0,0.12650602409638556,33.33,14.0,3.0,69.0,36.0,23.33
0.48,1.09,1.98,55.0,0.35734939759036144,63.34,19.67,6.5,89.34,56.17,40.0
0.65,1.27,2.96,66.67,0.6967469879518072,86.67,30.83,5.5,97.17,72.17,58.33
0.0,1.36,3.36,65.0,0.7128915662650602,83.33,29.83,4.0,74.67,68.17,63.33
1.03,1.43,1.41,58.33,0.664698795180723,70.0,27.0,5.5,58.5,67.5,63.33
0.0,1.5,2.22,53.33,0.6485542168674698,73.34,21.33,4.0,73.84,66.83,60.0
0.59,1.55,1.12,55.0,0.5321686746987951,66.67,18.33,4.17,75.0,53.0,50.0
0.47,1.58,1.47,48.34,0.46385542168674704,60.0,18.5,3.83,57.17,59.17,46.67
1.73,1.64,1.87,46.67,0.3695180722891567,53.33,18.33,6.5,53.0,54.83,48.33
0.0,1.6,1.09,46.67,0.41759036144578315,48.33,17.0,4.17,63.5,58.83,61.67
