left_shoulder_angle,right_elbow_angle,right_hip_angle,right_knee_angle,right_knee-right_ankle,right_shoulder_angle,left_elbow_angle,left_hip_angle,left_knee_angle,left_knee-left_ankle
0.0,136.13415156538477,356.03788520524694,84.95273943395334,-16.370652155035987,180.0,134.96496779137706,2.591832738607717,329.51883104716967,54.749387506651296
116.65696534017756,195.5459389218001,285.46522415988625,236.64927541825253,-17.885500421861195,296.6569653401776,195.44393509416895,270.0,311.29925549251834,41.299255492518334
347.887609080661,302.05833282813967,19.46703328118161,238.21178159411633,-12.321185124702083,3.4387678044786107,136.85002755595357,180.0,307.5270830868574,37.52708308685736
214.4417502487336,357.9698300425439,149.45933786009223,297.39697276974965,29.15231192331697,214.01540017247515,357.5434809827089,334.9085159073476,289.6557024153427,26.860534717704
78.09779637343294,134.78479198680165,284.69286438930175,285.1769738579051,29.869838247206857,78.87425333629075,134.5325906561863,277.3609053887718,276.65951065900293,14.020416047774868
257.0233674319472,138.19856366646525,0.0,331.3396695355747,61.33966953557472,77.6780444806823,139.3426042616628,180.0,330.8780091044452,60.87800910444518
242.76855082080817,145.5741159594209,180.0,90.0,0.0,60.92996562892548,145.63202394779603,0.0,57.45013274015838,-32.549867259841626
240.20968129297697,162.37334577430445,35.41553759737379,88.08334049700963,0.0,51.91755492607034,154.5595138653131,218.1317723966896,182.74503343203676,97.37834592189591
180.0,171.9462288239529,0.0,177.0922122401096,87.0922122401096,0.0,174.34337946181057,0.0,355.64298790629005,85.64298790629005
263.08219366606903,178.05459861091023,31.887510344019848,175.5281250887915,88.61750013915457,64.46028363137832,160.6481730082367,213.32443457924177,176.86778654810135,91.39382774928184
264.51250497131537,124.0506915644952,81.0359709707443,178.55443506324724,88.55443506324721,93.26725699373219,164.1954475398318,269.2512626689888,173.88845694553953,92.10374829569152
265.37540667412577,133.54457536866173,89.8132573319834,176.92628447647039,88.53891530453159,86.36508917008105,163.71063881512285,276.36546189686146,179.9909046096586,98.15556729336019
271.30342595200057,254.93741389730505,81.79084227400686,178.4613982337445,90.0,53.414730953599154,165.1706701271306,268.58431309653866,187.32647766268116,105.6586808197569
265.7268500349393,170.23396697717794,102.14173808119564,176.28592048436687,91.57659136677665,91.76883769016368,165.60930883070898,278.6623225338407,201.7447253606277,113.55598069568254
266.5293531028275,152.64945229420144,94.7569086835824,179.1332644504097,91.67551351197844,91.94769642932047,164.4294106458856,269.0166493112015,215.11935716804453,121.92134711425211
264.0934576764968,147.9880923085764,108.08567687224536,174.48167345328483,91.64689129644944,89.395777556698,174.27028128516633,275.4110301837504,210.89993786907044,115.39040529722648
264.71015932641325,147.12888342007548,95.5923712896966,177.83087217269272,93.42324346238931,82.67095014838412,166.2586065462808,258.72348773731005,205.49206596870167,104.21555370601172
262.7204585970424,143.5101372207796,96.69856353554702,173.57272842462095,94.35694543993797,77.81035760263119,164.01976652399972,250.35294262633084,199.9978503023396,94.43644640844046
