left_elbow-left_wrist,left_elbow_angle,left_hip-left_knee,left_hip_angle,left_knee-left_ankle,left_knee_angle,left_shoulder-left_elbow,left_shoulder_angle,mid_shoulder-mid_hip,mid_shoulder_angle,nose-mid_shoulder,right_elbow-right_wrist,right_elbow_angle,right_hip-right_knee,right_hip_angle,right_knee-right_ankle,right_knee_angle,right_shoulder-right_elbow,right_shoulder_angle
95.48583353301468,184.57291370779464,-89.2836473054851,358.2024791777926,95.19872927225272,4.482376577737816,90.91291982522003,334.6268685257885,88.8606196562367,169.51149995866743,99.34911969756926,92.63068152369613,137.98211705830545,95.83476433383946,3.3208890317264665,96.82806007314595,180.9932957393065,134.64856446539065,198.358091599298
97.38417097292945,173.39850590671142,0.0,54.56350015168282,98.10018099682952,278.1001809968295,103.98566506621805,103.98566506621805,79.73245339904784,316.5555935034544,-56.82314010440653,100.02397076455983,226.7913441557106,108.82069730762068,343.3838255782512,99.10816867660928,170.28747136898863,53.23262660884923,233.2326266088492
99.06023834190893,9.060238341908912,105.27851057012052,195.27851057012052,104.86297709335965,179.58446652323912,-90.0,326.2671295283088,-71.53721990323821,20.20129949548116,88.26148060128064,99.56948057600083,9.569480576000851,90.0,0.0,107.02882782017905,197.02882782017903,-90.0,146.26712952830877
111.81756141282784,197.20314355674716,43.99724461436865,3.3819929491744296,110.28793352862108,246.29068891425243,94.61441785608072,184.61441785608076,177.29733099622783,278.0902587496838,79.20707224654403,102.29806303970432,20.43480283299993,-90.0,49.38473584871095,113.75019149668624,23.750191496686234,-98.13673979329565,171.86326020670435
117.36707706009052,202.97886256042528,99.43993821301478,9.439938213014782,114.15446242504945,194.7145242120347,94.3882144996652,184.3882144996652,-90.0,16.820159189168276,73.17984081083173,-76.53548459518177,205.96418796834888,107.17716413626763,197.17716413626763,111.2591976107046,184.08203347443697,-102.49967256353068,167.50032743646932
-90.0,0.0,102.53306189950464,192.5330618995046,115.08209871807333,192.5490368185687,90.0,180.0,0.0,126.3140971672468,53.685902832753214,-58.23169177884981,242.35620724903967,105.5292285211378,15.529228521137815,114.21337029704505,188.68414177590725,-120.58789902788952,149.4121009721105
-59.592899652334545,249.42937800204805,106.24950125168276,196.24950125168277,116.14781036093262,189.89830910924985,-129.02227765438263,320.97772234561734,-90.0,32.76422859047624,57.23577140952377,-54.75237412083224,282.6503595599441,105.10760110279963,15.107601102799643,115.32600774269397,190.21840663989437,-157.40273368077635,112.59726631922362
0.0,270.0,108.59574343922392,198.59574343922395,113.81263577114096,185.21689233191705,-90.0,0.0,-90.0,33.63075761602401,56.369242383975994,-48.07665424296693,289.71202079452337,108.81392228380236,18.813922283802366,112.8538385790995,184.03991629529716,-157.78867503749032,112.21132496250968
90.0,90.0,113.545382719224,203.545382719224,109.45073903498796,175.905356315764,0.0,270.0,90.0,337.4279552891684,-67.42795528916837,90.0,0.0,111.97618403303852,21.976184033038535,108.94178933030928,176.96560529727077,-90.0,0.0
90.0,90.0,115.1228459963809,205.12284599638087,107.78163444705368,172.65878845067277,0.0,0.0,90.0,349.8357823592312,-79.83578235923117,90.0,90.0,113.73335034433458,23.733350344334585,108.21449565835324,174.48114531401868,0.0,0.0
94.91458463210589,184.91458463210589,119.157535417618,246.01614612979796,105.75590856779004,166.59837315017208,90.0,0.0,91.21406772619616,1.2140677261961539,-90.0,101.93944671158081,191.93944671158084,112.7424865145914,59.60109722677128,106.60790967140196,173.86542315681055,90.0,180.0
