left_shoulder_angle,right_elbow_angle,right_hip_angle,right_knee_angle,right_knee-right_ankle,right_shoulder_angle,left_elbow_angle,left_hip_angle,left_knee_angle,left_knee-left_ankle
303.66538032389565,80.54657562391489,231.3752203159236,224.97069269845724,0.0,43.11880469998077,0.0,186.34713898395373,0.0,-90.0
309.7299751630228,80.5626980090598,201.21659087127327,345.9270390961225,90.0,49.167636837980126,0.0,7.145075038574535,0.0,90.0
225.256316605332,191.38117825133608,182.57910871103869,175.59000081669095,88.16910952772962,90.0,237.68525394645263,2.003205222130146,176.89443141854798,88.89763664067812
186.30395986175063,186.0514358479296,359.06630973323416,190.8490585975373,100.8490585975373,5.974644135892215,185.517112530881,89.06630899782945,281.24569217768334,101.24569217768338
163.46056870485947,194.9404146134004,226.6564960293909,175.67668070173443,87.76600828444934,345.73491953899605,198.13276570694825,45.56459745088535,176.7448860526491,87.7436917713303
329.087672987807,196.55715975870416,4.100032628071459,20.83155567735196,108.2811673619991,148.97941695847567,196.17138381127117,185.83932163669135,20.16557221490278,109.35451015786698
280.04130047894995,196.81504497656528,25.185177184265175,181.3628138161529,90.0,98.63010881824815,195.78466660321945,206.54523935922543,90.0,0.0
191.11912160814447,197.90116146818636,90.0,178.41681090434045,88.41681090434045,11.535521188753727,200.99333122835688,272.7787160751179,175.2041227968203,87.98283887193821
193.14170859579673,201.4848392066937,186.99596603981303,168.1734513524681,85.1694173922811,13.645437067669063,203.02322709325463,8.416146387540818,165.7414493441397,84.15759573168053
298.8057353817196,202.24068135428567,98.17483422413217,178.78793310967427,88.7879331096743,116.41501075199608,200.96074448391872,292.60880814326754,159.48451467380573,83.91826593190439
300.2984082602917,203.3106178228101,76.0930371864072,199.6848768743901,102.52151041001603,117.11003677910927,203.0606397938506,280.1033563986375,166.61877483126787,93.465727579124
311.0947434063769,206.0397373125972,70.39938692691817,195.34836999470105,90.0,107.3636853254987,183.96488251860129,287.6842957516039,171.69805236546688,103.63459119545153
316.74477862108114,204.36910057944132,55.64973959192821,237.12645213584096,129.07712804696695,108.95166013150254,177.14188451325788,275.0184005186997,179.02059505683505,110.33993189473252
324.23236869491035,207.0334835222562,75.35407409767315,238.5440644771852,131.77830163510976,114.04820908822965,178.30481755541174,297.4797666801079,179.527854247659,114.88800268579296
323.43494769164846,207.1552422697087,63.43249670122445,249.41955939706196,136.9330369731696,111.4222559110218,83.7137988488511,289.73421975368313,180.22016888793425,114.03534162118687
267.2433267162874,204.49693063009633,48.43540187602484,244.93040292841573,131.7855449105594,109.34829246547416,180.0,272.42590345165945,181.71567949413804,112.56111658024176
262.39818347728504,205.55107735509247,55.26395859755567,241.64850351896152,127.22874834343853,110.40126979036243,193.43454604572344,279.1037480965231,179.6354864118602,109.05530011683608
255.5982936600164,204.70805142852933,55.7563152961444,165.03010646896254,51.53422253210245,105.36884056118566,210.01567724347032,275.89907584105305,179.7187444238319,106.36576503554988
253.21771925186948,198.85936273513616,61.21004576363256,153.40330426290447,44.63012690928469,97.24091051580659,204.77760593071133,273.0514414488898,180.47422476750708,103.54223029817152
260.67376512054057,197.48756730574073,79.50885443396734,135.67763588331806,36.82003888589856,98.31776609637276,201.43435065692572,279.1141026663352,181.4741831520965,102.22199141920296
262.42464950678124,198.21964369178025,75.94820292064797,124.11959664502118,34.11959664502119,94.77868530290375,203.4628197040834,262.41065463564206,182.98914589922913,99.4515976142232
264.595845189415,194.45298888490407,84.46989236718126,118.00977960386132,37.16581327807391,93.56331926567196,204.72178260757465,260.90939658377806,183.68177445250407,99.277253912968
269.97427727116246,192.46528475865125,91.6587402460994,118.26280729492557,40.83311383204816,92.01258559473608,208.7850912423944,263.9409944483804,181.24808334340975,96.10068355780311
267.50404547046026,184.83266472112336,91.37650109047857,123.31547127112655,47.01791703629019,91.09498716045667,214.42293931473887,259.4428873910756,180.76092546190912,92.52975752766977
270.39839545478605,186.1616779929752,88.6938019816916,132.58519895274867,60.12507655126587,93.85947690054269,217.3992408088872,249.97867416042976,181.17540750511105,90.0
276.0045435196155,188.80386850069564,104.89874910442283,136.72671317363924,72.055605290258,96.60903004588668,218.50840121715987,256.6849652171296,180.3113860177789,87.42649424710444
277.1355107398778,193.81605365935332,108.68108808309212,143.17099438641807,82.45628915665912,96.68431905100284,217.90734923618857,253.78811073800028,181.36498799031637,85.75730541546552
271.40131699983414,352.36726690415503,111.95822870218218,152.4725801643951,92.86121370190227,90.40882174341247,222.7325623947035,255.8612489494948,178.2570340233707,82.54865824094233
271.3629728322881,194.0395736020756,106.01030688139956,168.21498507461303,104.51755363393612,92.4272788569172,221.77030587171805,251.08145401166263,178.451708167548,79.82545904154247
276.5540324887548,236.38906988914087,104.84308333094624,178.62011621050812,112.03015803945294,79.31548668569276,223.51604779158737,249.0704393777509,179.5806804255874,77.21817975757295
279.1706955589279,204.1253275357799,107.0447069354175,181.7733391073968,112.82852256054527,96.27676359544445,223.8592827214485,253.88400708534124,174.615647109923,72.510144182833
281.15436627407405,201.8548099539913,102.0066836029544,179.5214082446827,109.202312906601,99.34196265083082,223.7001447129253,247.5960036088788,171.4161273500364,66.68635201787912
268.96401081032604,199.13621728649687,97.6514463644691,178.98600141156663,106.44166550079832,91.992040905644,223.85330830037412,246.96794031933825,163.505964940357,60.278020294294265
271.92925354710985,191.7880660486425,92.48322705082415,179.43698479464257,103.92055741148984,98.86345195838975,224.1337300472152,247.47704073343976,153.81388581906404,53.29138419048167
271.20972316594293,182.9709120579848,90.61607997931574,177.25471684694887,99.9721636412561,102.44370947944275,220.587098304153,254.50081574673948,137.0660553539149,43.66823791564583
262.59774430038,176.549171000134,89.43418156689465,174.18082951248107,95.59665825344224,95.70074239786696,218.41673697594857,259.14094448961004,128.9515676860846,40.07431898332352
257.18902760290297,173.4343303876476,90.01917061499533,175.50424217597575,92.86617066127437,92.02163197466935,214.1391115453456,268.674168352521,122.8578303696244,38.87475659244871
253.633716453858,175.54888379259432,75.9172175771682,180.0,90.0,90.98577027213663,213.70044515297047,270.79953669187694,114.18674387189388,39.069062986602574
259.18684521220706,183.3946934136111,72.07748452838982,182.29516233186075,88.86766243668214,92.18069493580369,208.63055913784217,278.04254732582376,111.0815425288228,43.619272158615786
268.3189778849571,196.30279806576849,62.710489365294926,192.07107283515668,91.73305526527213,99.73518706824376,207.9137382224944,272.75367312803945,125.0241890810828,54.72948899877031
259.13444698732934,198.2827119144146,61.00560928811319,176.566904691315,84.18613772971415,96.25076151432104,205.80708881814047,267.7813300014737,133.84427486885917,68.2414354853535
265.0099815996712,206.4796600030544,71.72137729161518,176.17115892591804,81.96971753521126,102.91777448484297,204.650990940144,283.47243034091247,139.6403663782959,77.18997803688652
260.1129126840406,205.50157304546096,283.40307287089814,174.54140146199555,79.4288755197662,104.89629802128172,204.38145496950352,136.0264950626113,150.58885791475544,88.0997541642392
257.21455586617253,209.85986884608252,80.8328309911629,175.8616600380325,76.69449102919542,105.53856388620432,204.18357547194424,298.0529822333123,160.7720798623047,98.82506209561703
257.59823531868943,212.5047609723708,214.3321481383908,174.4419261115767,73.7850926689688,108.4197660308431,203.59179761829444,72.85060941370605,168.6566467126493,106.51551874892648
254.4684987753249,214.4909704426354,344.66839967467627,176.9319519917445,71.60035166642076,105.64466856726784,201.3900330678757,204.97180112156616,177.9349201513927,112.9067212729589
256.955712706842,219.51120893955928,242.39348267124433,170.17438379342235,66.60670147573667,107.37157009005112,199.75563633259696,100.44780591323898,177.81464719166195,112.30193614828468
250.50957951396708,216.7591144391576,308.5628199594787,169.93035478511885,62.226860214167466,104.8568681474308,200.06292117089964,167.422866547624,178.36625524322275,109.52280726041664
258.14052132766807,218.9194307292924,251.17242106155476,165.43615666228527,56.60857772384002,106.79719473326854,196.86074908299187,109.33321828857022,177.16143974292103,106.49465803149124
254.88306945194043,216.53519343041935,46.60526514159636,161.75417292845398,49.63048659492927,101.89895977370784,196.16126060702928,266.96202282505755,175.78820946445586,104.02175390434188
256.4939484670416,213.62503299856888,44.912010210879274,150.37866498696314,44.36557449154136,102.46553956406935,197.1836182722556,257.10092900861264,172.7121631916791,98.88848535365072
253.42056891815983,210.26695329282413,53.9293757797096,136.23238021092135,37.94304568249331,92.23483431342392,198.20702279293417,253.7551759012163,176.44589642088167,97.98189615454808
260.51199846231583,212.98867901638937,52.186201155564795,128.8716372464386,35.89118285822813,94.31812576198195,200.78984960676607,243.47401448902673,178.94321405481205,97.250797591288
261.80780773778474,206.9654740627988,70.66237596356589,122.95024150367603,37.919520383482336,91.52162410737446,204.5571524821245,250.5574396325769,180.99136224149635,95.85542424595904
258.8345267670341,200.47873622205947,84.85684731261001,116.24960744067748,43.38131322110689,84.65845512855651,206.7808218268119,248.88096732528084,182.8885958681801,94.04442166128028
241.10121109848623,198.45206544614064,89.47557557662385,117.0301571519161,49.10331186650158,63.90429576434075,211.42558939952383,248.4952034027445,178.9075752114321,90.0
267.85758577846383,206.7248254811464,98.9289151725244,129.56397796538337,58.19592358153184,85.40953158840048,210.7379603766879,261.36618508304275,175.75567361334734,86.8248891400141
256.7104454895644,203.90368884844855,117.31895232244126,134.07449745615276,68.59461628222864,77.18718570354697,214.12138349192983,270.7016360039948,176.86654050457025,84.76947722206161
261.41611415929367,175.49609303195686,111.09036285327691,143.99971271779188,79.98658030323672,80.98356263298419,216.73333408733345,260.8648719817935,177.43368949766776,83.19493681010287
272.1281305922714,173.60441589123806,108.74813094870235,153.0859608651495,90.4614111936689,91.32625549256285,219.21651941327488,255.99070390748608,175.52946553371507,80.14748882101826
272.97816701705057,177.81526281616124,100.6444200484664,165.8264097371988,101.30438988392608,86.49664682103649,220.62925611619232,246.5064796587137,177.06072219853655,78.40091334941289
276.68236165700864,224.95180494673707,104.4026431383056,178.90382846261303,110.23251684704468,91.43637489616768,223.17965423352848,252.47665764388228,175.597781890868,75.00050478732416
277.31034340103827,225.22788903936188,94.92397960848217,184.71683040696223,114.58528093071799,91.99900984386672,221.90922803583337,240.51469250276955,175.9612837320122,71.42040138875844
259.86003921815745,169.3895239279756,96.14263843718877,184.0875504099847,112.33539448152776,76.1474211090337,220.2579929040168,242.74311203911947,171.84475122739815,66.69306890087199
264.555807896044,221.7755460940621,94.47925894014092,183.5497652201276,109.71992596896412,80.62820140573103,220.5122219268945,243.01034779410767,167.65600039909663,62.357067845556976
280.71851585538127,176.2971230034807,99.5861502569194,182.12180291295496,106.28643084197772,97.78447251368021,219.69393898557428,247.83325021375495,164.7088701152477,57.120580459090334
272.2157718081427,179.984767817621,88.07317543003305,181.9840440609052,102.6139925639916,90.20958691085552,217.88975479248103,244.2020732970914,154.28006334261934,51.038909712764095
226.66814195981243,204.9530105140863,93.4306666248032,184.2222140714758,99.62958187892085,49.50154997445641,211.5576526821206,260.69518303982585,142.0323496911159,44.70404410642674
252.9788145101752,197.8815478726723,79.27449843439123,180.6216122468145,95.86173814185025,76.82479111721433,208.31557614080543,254.03419943499796,129.48932916484287,39.48932916484293
158.49489665450517,198.62385744684647,75.11357111189085,173.81333393959073,92.17630368461475,344.5739069096874,208.3871636274445,250.70555553741383,124.21303729240977,38.167991462956735
153.37385713152483,187.61858021863077,79.19300787783865,182.7083388129372,93.25696499420604,342.00521731979694,204.4465496006644,268.7084843597559,119.37490389709345,39.439006560279445
106.21756938388664,212.0742256133054,277.3207888710727,175.9435859952775,93.26437486635021,285.56025806901977,204.67991772172948,108.93743050694405,114.40120182118353,43.3386323281276
97.76241461488964,178.81221926666478,277.8354804575651,176.255248511569,90.51645073425784,300.1135333231508,201.5851354777755,118.93273141792677,115.5321396855041,50.890592868554656
246.23505088578065,201.54905325907296,305.7121052401952,171.5881508195832,84.50180270100563,80.29319410505566,202.3062561662798,153.7010001995129,121.3071607675824,62.20970760832248
258.19266892680133,211.26096522357204,51.1497508192604,186.26217267739392,84.06568890389043,91.0349266858962,202.39084557791597,278.0313134101944,128.67630349129706,73.3616580325027
257.3068408253847,216.7535083183064,47.295504293744166,179.37405255518607,80.37868681933365,92.30333951267964,202.77099233970756,272.47368551407004,138.2936377659337,84.4764532504071
245.4833425728613,220.57942583222015,37.96469288322856,179.1775834323442,78.2704350907032,82.61899868818547,203.83038883179327,265.8922109977368,148.7983048155851,95.81847958850628
254.15091596688995,225.2581578658213,263.02880453534254,178.85923849040245,76.35113009820105,95.70191243905408,202.2920934614289,115.12388822666986,177.1757816892038,106.762774068846
245.57766031955487,224.00997114830537,257.00881576086766,173.52822454984056,72.22249167424486,90.38818703313655,204.98831197372328,108.55828137125768,183.0661799792969,113.30975072934785
252.9094105439231,228.10054464002843,258.55852771105316,175.49955024567444,68.14157854526479,96.30709674308065,203.11342646106203,114.15901194480377,184.7914088748637,113.03373331496331
252.03225084976395,232.73210432212448,272.64306256830463,170.76003842051617,62.82426293758675,92.99398718309395,204.46287757935724,126.92119697547108,182.9708459324492,109.31310412999451
241.61992683898464,233.02559085709703,267.1300791756216,163.70691316294727,57.69551165073314,80.90283214417505,202.38604191186016,117.04141650951216,183.6159695994573,107.51594604138056
240.82641566589336,229.76667166651777,269.0394668152419,152.5216196229375,51.55128210646812,76.64533512061254,201.33629151194265,109.89599054535724,183.32420304464776,103.21046778195903
101.22818033021407,212.07355958331027,287.15683502686653,130.304811524218,44.66418576450616,307.9721227402358,202.136621270466,113.90729012134948,178.19729296319204,99.30706283802016
108.58133401611428,208.4084197300438,297.4171078064817,126.35459241277889,41.60048462867576,311.2307202615739,200.15320314666332,125.12092345963364,173.38895318449795,96.33866105354673
109.32833861825875,216.4304738648676,299.6051081043132,119.70364918318435,39.63190196968507,301.0272639427694,199.95134685304808,117.55842552407115,176.9972415861585,94.8790487584988
111.92944120340232,187.7092397688636,304.9245169599648,117.88731572989388,39.30311159193626,308.08919067013386,202.58622209359737,117.43271280371575,177.53166351640098,91.45565522219427
112.32040073515144,220.398973635985,297.7294977788888,108.38115990321737,42.9308953664538,287.87929890712087,203.59197186233848,94.89805206834042,176.87313718175068,88.59142693443873
116.39904251420253,222.161002892878,330.90128890100897,112.01501055551913,51.25509737234465,289.0073645530144,205.32864502691987,121.66120208418344,177.1196414593524,87.11964145935238
121.41162515082225,199.28939785072816,315.5088091856691,117.44165584673507,63.47271667394575,293.10738906115466,206.2100657590892,95.08618715868826,177.2780913494337,82.88660479192859
117.65162509907464,234.67996423151112,336.7581390399408,121.20625412482002,67.61342475190094,285.43185365048606,206.5149753279655,114.6103762207704,175.25216586921854,79.51120166777939
113.3302807930982,182.0862847175598,302.7356883646802,136.0771873756886,78.81287574036875,273.5067931950748,210.60080023788856,77.8719768001918,180.6556816513872,78.52765845157897
115.3299161064738,174.27568353091385,49.89437971636868,146.6526816317842,88.08815541231571,276.5243246210788,211.4142763155144,185.0249756585232,180.8342752566728,77.39979471233667
114.43335991384149,185.57667876726785,306.0087360901292,152.586838712451,98.59557480258016,264.14963913506693,210.5427883154816,72.51038324037498,182.75570212902716,75.26608536940213
109.7825702716954,188.22566789762877,316.0880637658135,156.12926335929973,105.09832087774711,256.74950085280494,212.72960665722232,77.71995864820077,181.86015878719627,72.46075144095624
108.88323633797992,189.93581429721007,306.69762950481527,162.6248181050987,109.322447609914,253.25345888549032,215.06051482938108,69.25055508684532,179.41845554494347,68.66901063178881
107.9791594158222,186.82030464591753,291.3129232079194,168.16897058797798,110.10316949302208,253.12745814065508,213.76825125921783,56.688294769456526,177.23074027966712,64.54031074624828
106.39839411552263,187.34611993206815,300.7011544530375,168.67170553161057,106.00411101573847,252.97151026938735,213.78296762377113,69.27081106083506,175.43011352260498,61.33186228628757
105.87358879680517,186.48447282867625,321.9763658884661,167.11791732121205,104.54761135637308,254.2959238393312,213.70689779377884,91.20160670100323,169.24271457063244,55.89767911248432
102.91704403769126,183.60224195006592,312.3029077544879,172.2688484384226,104.43764068726948,256.24512056969087,211.745418395582,88.98562144959875,161.85563393671373,50.70716955343128
100.40438236775572,183.09449568674287,308.831371084837,166.9672871224597,100.79524991079155,258.65820387301693,211.49802630772288,87.92387244442325,151.07877381121196,43.99919217538129
99.77600500623218,187.00103762192123,293.28220733662306,171.19164409153694,98.62214635019832,263.1119703803088,209.30883305509215,81.93356676963394,141.81348850441788,37.895489758489184
98.18685826579939,180.64117847160333,281.11085324367644,176.38176281232293,97.49261605599936,265.486665534302,206.58083134680055,90.0,121.81448502760132,31.814485027601332
96.87868097617232,210.25604031375647,285.3319970170504,171.72043951302607,95.8561604036,266.39661501920153,204.4125419119356,98.94369865035193,115.218105967702,32.96558712389102
95.15189258543336,170.99998184186336,280.323624415026,171.43813658074606,93.06450938247993,282.5778048982995,201.98796033701973,103.81192917910847,109.11804728221486,34.23278736840579
91.51295236588719,174.44727548672668,282.5315388356627,165.52030139786717,88.05184023352984,280.87734234238974,202.5067124855128,111.12563037213884,108.41782215457984,39.543452526718696
89.39253095820202,176.4588710369455,281.50524130225364,161.89817961416531,83.40342091641894,278.06161419555724,200.41295427085063,116.24898263416551,110.90204077266384,47.15102340682935
90.0,179.4166638682793,277.4959295532301,164.35061202979531,82.9256589249255,278.8564202427915,200.2876668415648,117.96334111153406,117.72058742977524,56.76304490605703
92.95167850342126,225.7333590433168,283.0356358819264,168.18384181842535,83.073003019501,279.62615831442315,199.81567692058655,130.2724921581502,123.14316562052412,65.26923828172512
93.39135813218176,236.06223986986703,277.24132302774353,165.86729870419504,79.85802764544114,278.1753325955931,201.0118716119989,124.8398501069766,135.08286829209845,76.6720723539173
94.21956240649256,241.5932544247285,281.0800094553889,166.10802401554793,77.72989470269064,285.16141446134264,204.69736068052927,131.14515473063312,145.42533398638517,87.11229207807597
93.63134348383441,222.19624273700063,277.64440339932946,167.56747694490917,75.38707185209991,299.2333454444223,205.39907022038548,130.32876087024195,157.14941216387984,97.65341148342588
