average
68.71237683781533
140.01289856307463
126.2142853690199
143.05452128249115
148.13928869551867
150.9452113982703
152.52273942968404
149.18738358361625
152.43162171328035
152.4712586025818
143.54898775168124
134.27087962916062
134.49009383638585
132.33501778432893
131.38153448411316
131.2209377690348
132.6786599008174
134.4942732478911
136.495231743913
138.50779162372578
140.17757735093684
133.91948774031658
141.97666460025363
140.24561154066595
135.91292663330387
138.35772546463576
137.05405324635686
136.02135266774786
134.2418944408639
133.59933474732202
132.77213593999605
132.22797826278529
134.52684908445178
131.90919240918848
134.93666545962012
135.2672974176899
131.7595594607846
139.39676537920724
141.1188125746475
139.1130831971268
137.7004741569965
133.5872880345453
133.195807760338
131.51403207464745
128.07184472240533
128.6505329753752
129.376757376763
127.90808288630775
132.74596479325527
133.2678317890109
134.7244744749308
140.1373447320758
141.3345673384462
139.47855664731705
139.49736362989742
133.57017111250153
135.9332239104009
132.76443563061903
135.16124887998427
133.35959792210033
128.98240324568445
132.73910415673697
136.29649535651387
132.68327985076562
127.58369046496577
140.00270762189558
140.94111301138358
141.6341014954167
141.94039455693164
140.02979908194925
139.18062550192653
136.82664977285594
137.13480841480595
136.322251870366
134.74696148092684
133.20071287216547
131.94713087709096
134.8815727660337
138.39492991988791
136.32735941858041
138.3836508448485
134.74873807814814
135.89278817125225
136.80070675030237
119.37298639415499
118.40623239195583
115.02458903200525
116.65547689597231
117.09056384114065
116.8157687048847
117.30216773986687
118.10062238059197
126.6233694446742
81.9046456768215
